,LotFrontage,OverallQual,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,1stFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
1254,60,7,2004,8,746,760,0,2,1,3,7,1,2,397,178,128,7,2008,165400
1255,52,6,1950,585,459,959,0,1,0,3,6,1,1,560,0,0,11,2007,127500
1256,91,8,1994,583,672,1987,1,2,0,2,7,1,2,691,262,36,8,2008,301500
1257,56,5,1950,8,864,864,0,1,0,2,4,0,0,0,0,96,7,2009,99900
1258,59,7,2005,4,201,1166,1,2,0,2,5,0,2,400,212,0,7,2008,190000
1259,65,6,1969,584,14,1054,1,1,1,3,6,0,2,460,180,0,7,2008,151000
1260,0,6,1999,8,841,892,0,2,1,3,7,1,2,502,0,103,6,2009,181000
1261,80,5,1956,297,546,1050,0,1,0,2,5,0,1,338,0,0,6,2009,128900
1262,0,4,1989,8,1104,1104,1,1,0,5,8,2,1,304,120,0,11,2009,161500
1263,60,6,1950,8,764,1060,0,1,0,3,8,1,2,520,0,0,7,2007,180500
1264,34,6,1999,238,1139,1337,1,2,0,2,5,0,2,511,144,68,8,2008,181000
1265,35,7,1999,550,241,713,1,2,1,3,6,0,2,506,0,34,3,2006,183900
1266,60,7,1950,8,925,964,0,1,1,4,9,1,1,308,0,0,1,2007,122000
1267,89,9,2009,8,2002,2018,0,2,0,3,10,1,3,746,144,76,5,2010,378500
1268,0,8,1997,585,536,1968,0,3,1,4,11,2,3,1014,314,12,5,2008,381000
1269,78,5,1958,442,414,874,0,1,1,3,7,0,1,315,0,0,7,2007,144000
1270,0,7,1979,610,74,1332,2,0,1,0,4,1,2,586,268,0,4,2010,260000
1271,0,6,1968,8,1489,1489,0,2,0,3,7,1,2,462,0,0,8,2009,185750
1272,0,5,1965,123,0,935,1,1,0,3,5,0,1,288,180,0,11,2006,137000
1273,124,6,2006,303,300,1357,1,1,0,2,5,1,1,312,0,0,5,2008,177000
1274,53,5,2003,8,661,661,0,2,0,3,8,1,2,552,242,0,11,2007,139000
1275,95,5,1950,521,708,928,0,2,0,4,10,0,2,400,0,0,7,2007,137000
1276,0,6,1972,586,130,735,0,1,1,3,6,1,2,497,294,116,12,2009,162000
1277,0,6,1976,456,1152,1724,1,1,1,3,7,1,2,480,0,0,6,2009,197900
1278,75,8,2002,587,324,1128,1,2,1,3,7,1,2,577,0,211,3,2008,237000
1279,60,4,1950,8,698,698,0,1,0,2,6,0,2,528,30,0,4,2010,68400
1280,67,7,2002,567,785,1573,1,2,0,3,6,0,2,544,0,72,3,2009,227000
1281,50,7,1990,588,256,1339,1,2,0,2,6,1,2,484,0,58,7,2006,180000
1282,61,5,2008,589,364,1040,0,2,0,3,5,0,2,484,0,0,9,2009,150500
1283,94,6,1971,8,912,912,0,2,2,4,8,0,0,0,128,0,4,2010,139000
1284,50,6,1990,8,804,1699,0,2,0,4,10,1,1,336,272,0,3,2010,169000
1285,50,6,1950,8,780,825,0,1,0,4,6,1,1,280,45,0,5,2009,132500
1286,0,6,1963,65,678,1328,1,1,1,3,6,2,2,528,0,26,6,2010,143000
1287,0,5,1964,515,812,1582,0,2,0,4,7,0,2,390,168,198,6,2006,190000
1288,40,8,2000,590,343,1659,1,2,0,2,5,1,2,499,212,59,10,2009,278000
1289,86,8,2006,8,1085,1120,0,2,1,3,8,1,3,753,177,74,10,2006,281000
1290,0,5,1964,591,138,1152,1,1,0,3,6,1,2,484,227,0,4,2010,180500
1291,21,5,1972,332,399,630,0,2,1,3,6,0,1,264,185,0,2,2009,119500
1292,60,5,1965,8,994,1378,0,2,0,4,11,0,1,432,0,287,12,2009,107500
1293,78,7,1976,592,638,832,0,2,1,4,8,1,2,528,0,28,3,2006,162900
1294,60,5,1990,593,697,864,1,1,0,2,5,0,2,572,0,0,4,2006,115000
1295,70,5,1968,104,36,1052,1,1,1,3,5,0,1,288,356,0,11,2006,138500
1296,80,5,1963,594,344,1128,1,2,0,3,6,0,2,525,192,20,12,2008,155000
1297,35,6,2006,566,0,1072,1,2,0,2,5,0,2,525,0,44,6,2006,140000
1298,313,10,2008,595,466,4692,2,2,1,3,12,3,2,1418,214,292,1,2008,160000
1299,75,5,1994,569,0,1246,1,1,1,3,6,0,1,305,218,0,5,2010,154000
1300,0,7,1999,596,284,1005,0,2,1,3,9,1,2,490,0,0,5,2009,225000
1301,0,6,1950,566,224,753,0,1,0,3,7,2,1,213,0,0,11,2009,177500
1302,92,8,1994,519,425,1203,1,2,1,4,8,1,3,844,309,78,12,2006,290000
1303,73,7,2005,8,1616,1616,0,2,0,3,7,0,3,834,208,59,4,2006,232000
1304,32,7,2004,8,976,976,0,2,0,3,7,0,2,380,0,40,4,2006,130000
1305,108,9,2007,597,80,1652,1,2,0,2,6,2,2,840,404,102,11,2009,325000
1306,48,7,2006,8,1368,1368,0,2,0,2,6,1,2,474,132,35,9,2006,202500
1307,60,5,1995,598,244,990,1,1,0,3,5,0,2,480,0,64,5,2009,138000
1308,100,5,2005,313,172,1122,1,1,0,2,6,0,2,528,0,36,5,2008,147000
1309,0,6,1991,66,78,1294,1,2,0,3,6,0,2,496,112,51,6,2008,179200
1310,100,7,2002,599,496,1902,1,2,0,3,7,2,2,567,0,207,5,2010,335000
1311,68,7,2007,600,349,1274,1,2,0,3,6,0,2,508,264,98,1,2007,203000
1312,0,8,1990,601,971,1453,0,2,1,4,9,1,2,750,500,0,6,2007,302000
1313,108,9,1999,8,1393,1422,0,2,1,4,10,1,3,779,668,30,5,2010,333168
1314,60,4,1954,5,216,948,1,1,0,3,5,1,1,280,0,36,10,2007,119000
1315,85,6,1969,444,176,1092,0,2,1,4,9,2,2,576,280,0,6,2008,206900
1316,61,8,2008,8,1622,1630,1,2,0,3,8,1,3,860,172,42,1,2009,295493
1317,47,7,2007,8,1352,1352,0,2,0,2,5,1,2,466,0,241,4,2007,208900
1318,0,8,2002,8,1753,1787,0,2,0,3,7,1,3,748,198,150,8,2006,275000
1319,75,4,1954,554,372,948,0,1,0,3,5,0,1,248,0,0,2,2007,111000
1320,70,6,1957,602,628,1478,1,1,1,3,6,2,2,442,114,0,6,2009,156500
1321,0,3,1950,8,0,720,0,1,0,2,4,0,1,287,0,0,7,2008,72500
1322,107,7,1992,356,76,1061,1,2,1,3,8,1,2,564,240,39,6,2010,190000
1323,50,4,1950,29,140,708,0,1,0,2,5,0,0,0,164,0,12,2009,82500
1324,75,8,2007,8,1795,1795,0,2,0,2,7,1,3,895,0,49,2,2007,147000
1325,40,4,1950,8,796,796,0,1,0,2,5,0,0,0,0,0,1,2008,55000
1326,70,3,2006,267,0,774,0,1,0,3,6,0,0,0,0,0,5,2007,79000
1327,60,5,2008,208,175,816,0,1,0,3,5,1,1,264,0,0,10,2008,130500
1328,60,6,1950,361,1017,1584,0,2,0,5,8,2,2,520,0,547,6,2008,256000
1329,63,7,1998,8,935,955,0,2,1,3,8,1,2,462,0,28,6,2006,176500
1330,85,8,2006,8,1588,1588,0,2,0,3,7,1,3,825,144,45,12,2007,227000
1331,55,5,1976,434,428,954,0,1,0,3,6,0,2,576,0,0,7,2006,132500
1332,67,4,1958,237,126,816,1,1,0,2,3,1,1,288,0,0,5,2009,100000
1333,60,5,1995,8,803,803,0,1,1,2,6,0,1,297,0,65,7,2006,125500
1334,24,5,1970,603,0,765,0,1,1,3,7,0,2,440,0,36,5,2009,125000
1335,80,6,1977,421,664,1334,0,2,0,2,6,1,2,630,0,16,4,2009,167900
1336,87,5,1973,8,1656,1656,0,2,0,4,8,0,2,506,0,211,11,2008,135000
1337,153,4,1950,8,693,693,0,1,0,2,4,0,0,0,0,20,3,2006,52500
1338,95,7,2002,371,216,920,1,2,1,3,8,0,2,492,146,91,6,2006,200000
1339,120,5,1972,109,504,864,0,1,0,3,5,0,1,288,0,0,6,2006,128500
1340,70,4,1971,8,858,872,0,1,0,3,5,0,4,480,0,0,6,2007,123000
1341,66,6,2004,473,300,1114,1,1,0,3,6,0,2,576,0,78,7,2008,155000
1342,0,8,2002,8,1284,1284,0,2,1,3,7,1,2,647,192,87,8,2007,228500
1343,57,6,1950,8,896,1172,0,1,1,3,9,1,2,342,0,0,3,2009,177000
1344,85,7,2006,8,728,728,0,2,1,3,8,1,2,440,0,0,7,2007,155835
1345,50,4,1950,70,710,960,0,1,0,2,5,0,1,308,0,0,7,2007,108500
1346,0,7,2003,121,1203,2156,0,2,0,3,9,1,2,508,0,80,6,2006,262500
1347,93,8,2007,604,1652,1776,1,2,0,3,7,1,3,712,0,0,5,2007,283463
1348,0,7,1998,605,39,1494,1,2,0,3,5,1,2,514,402,25,8,2007,215000
1349,50,8,1987,606,425,938,0,2,0,4,8,0,0,0,0,54,12,2008,122000
1350,91,5,1969,444,748,1338,1,2,2,6,12,0,4,968,0,0,8,2009,200000
1351,70,6,1962,630,539,858,0,1,1,4,8,1,2,490,0,84,3,2008,171000
1352,50,6,2000,8,698,786,0,1,0,2,4,0,2,624,210,0,7,2009,134900
1353,56,8,1996,437,1217,2053,1,2,1,4,9,1,3,666,283,86,3,2010,410000
1354,0,7,2000,607,257,992,1,2,1,3,7,1,3,839,0,184,6,2008,235000
1355,102,7,1992,8,570,1222,0,3,0,4,8,1,2,487,0,98,9,2006,170000
1356,0,5,1966,569,524,892,0,1,0,3,5,0,1,264,0,0,10,2008,110000
1357,0,5,2008,608,344,1078,1,1,1,3,6,1,2,500,0,0,4,2010,149900
1358,0,6,2000,506,378,769,0,2,1,3,5,0,2,440,0,32,6,2010,177500
1359,129,9,2005,609,533,1980,1,2,0,3,8,1,3,770,194,45,9,2006,315000
1360,51,5,1998,8,612,990,0,3,1,4,8,0,2,621,183,0,5,2008,189000
1361,124,7,2005,602,256,1530,1,2,0,3,7,1,2,430,168,36,6,2009,260000
1362,0,4,2007,8,715,1281,0,2,0,4,7,1,1,368,55,0,6,2009,104900
1363,73,6,2007,8,616,616,0,2,1,3,6,1,2,432,0,36,3,2007,156932
1364,30,7,2005,8,600,520,0,2,1,2,4,0,2,480,0,166,4,2006,144152
1365,0,7,2000,391,281,814,1,2,1,3,7,0,2,663,0,96,1,2010,216000
1366,68,7,1999,451,240,882,1,2,1,3,7,0,2,588,0,88,6,2008,193000
1367,41,5,1977,610,36,925,0,2,0,4,6,1,1,336,104,26,7,2006,127000
1368,0,6,2004,342,163,848,1,1,0,1,4,0,2,420,140,0,6,2009,144000
1369,48,8,2003,105,315,1668,1,2,0,3,8,1,2,502,0,262,5,2010,232000
1370,90,4,1950,611,420,840,0,1,0,2,6,0,1,338,0,0,10,2009,105000
1371,80,6,1996,115,161,1661,1,1,0,3,8,1,1,377,0,28,10,2008,165500
1372,75,7,1998,418,133,1108,1,2,1,3,8,1,2,583,253,170,6,2006,274300
1373,0,10,2002,612,1351,2633,1,2,1,2,8,2,3,804,314,140,3,2007,466500
1374,85,7,2005,8,1026,1026,0,2,1,3,9,1,3,936,154,210,7,2008,250000
1375,89,8,2007,8,1571,1571,0,2,0,3,7,1,3,722,100,36,12,2007,239000
1376,52,6,1950,38,384,790,0,1,0,2,4,0,1,160,0,141,4,2008,91000
1377,60,5,1960,613,156,984,0,2,0,3,6,0,2,660,0,68,7,2009,117000
1378,21,6,1973,614,174,483,0,1,1,2,5,0,1,264,72,0,6,2006,83000
1379,73,5,2007,8,384,754,0,2,1,3,7,0,2,400,100,0,5,2008,167500
1380,45,3,1950,615,661,864,1,1,0,2,5,0,1,200,0,0,6,2010,58500
1381,0,6,1970,616,340,2117,0,2,1,4,7,2,2,550,0,42,5,2008,237500
1382,60,7,1950,8,596,998,1,1,1,4,8,0,2,576,36,0,10,2006,157000
1383,0,5,2007,8,816,1416,0,2,0,3,7,0,2,576,0,0,8,2007,112000
1384,60,6,1950,617,356,698,0,1,0,2,6,0,1,280,0,0,10,2009,105000
1385,40,4,2007,607,61,796,1,1,0,3,7,0,1,240,0,96,5,2010,125500
1386,80,7,1978,618,133,1392,1,3,1,5,12,2,2,564,0,112,7,2006,250000
1387,60,6,1950,279,0,1664,0,2,0,5,10,1,1,216,88,15,8,2007,136000
1388,42,9,2007,619,426,1746,1,2,0,3,7,2,3,758,201,39,10,2009,377500
1389,60,6,1950,483,360,869,0,1,0,3,6,1,2,440,0,0,3,2007,131000
1390,70,7,2000,98,125,1525,1,2,0,3,6,0,2,541,219,36,9,2006,235000
1391,65,5,1967,8,1584,1584,0,2,0,4,8,0,3,792,0,152,4,2009,124000
1392,68,5,1967,620,95,900,1,1,0,3,6,1,1,288,175,144,12,2006,123000
1393,60,6,2000,8,482,1221,0,2,0,3,7,1,2,672,0,25,4,2008,163000
1394,53,7,2006,621,286,1500,1,2,0,2,6,1,3,648,161,20,10,2006,246578
1395,88,8,2006,8,1094,1133,0,2,1,4,9,1,3,642,144,39,2,2007,281213
1396,0,5,1950,540,60,1687,1,1,0,3,7,2,2,572,0,0,6,2010,160000
1397,51,5,2004,8,939,939,0,1,1,4,8,0,1,180,24,0,5,2007,137500
1398,60,5,1982,318,676,1136,1,1,1,3,7,0,1,240,0,0,5,2009,138000
1399,51,6,1990,622,712,1160,0,2,1,3,7,1,1,216,147,16,10,2009,137450
1400,50,6,1950,8,862,950,0,1,0,3,5,1,1,208,0,0,7,2008,120000
1401,62,6,2004,623,80,864,1,2,1,3,8,1,2,398,100,75,4,2008,193000
1402,64,7,2006,8,1286,1294,0,2,0,2,6,1,2,662,168,55,7,2006,193879
1403,49,8,2007,154,556,1464,1,2,0,3,6,0,3,754,168,160,8,2007,282922
1404,60,3,1950,8,672,694,0,1,0,3,6,0,3,936,216,0,1,2006,105000
1405,44,8,2005,624,221,1646,1,2,0,2,5,1,2,482,128,53,1,2008,275000
1406,70,5,2007,422,112,768,1,1,0,2,5,0,2,396,58,0,3,2009,133000
1407,0,5,1985,148,208,833,1,1,0,3,5,0,0,0,0,0,3,2009,112000
1408,60,4,1950,8,622,741,0,1,0,3,6,0,2,528,0,0,6,2010,125500
1409,46,7,1991,8,791,1236,0,2,1,3,7,1,2,542,364,63,11,2008,215000
1410,79,7,2001,575,278,944,1,2,1,3,6,0,2,622,0,45,6,2009,230000
1411,80,6,2005,604,736,1112,0,1,1,3,6,0,1,271,0,0,9,2009,140000
1412,60,4,1950,8,0,1040,0,2,0,2,6,0,2,420,0,0,6,2009,90000
1413,88,8,2006,625,868,1844,1,2,0,2,7,1,2,620,165,44,9,2009,257000
1414,64,6,2000,8,833,1053,0,1,1,4,8,1,2,370,0,0,6,2008,207000
1415,51,7,2007,373,398,1569,0,2,0,1,7,1,3,660,143,20,5,2009,175900
1416,60,4,1950,8,777,1246,0,2,0,4,11,0,2,560,0,0,4,2010,122500
1417,0,8,1998,626,503,1310,1,2,1,3,7,1,3,1069,0,126,5,2009,340000
1418,71,5,1963,627,247,1144,1,1,1,3,6,0,1,336,0,88,8,2008,124000
1419,0,6,1969,628,734,1844,1,2,0,3,7,1,2,540,0,73,12,2006,223000
1420,90,6,1968,629,304,708,0,2,1,3,7,1,2,776,0,169,5,2006,179900
1421,53,6,1977,109,709,1069,0,2,0,2,4,1,2,440,0,55,7,2010,127500
1422,37,6,2003,421,162,848,1,1,0,1,3,0,2,420,140,0,3,2008,136500
1423,0,6,1966,8,697,1575,0,2,0,4,8,1,2,432,586,236,8,2006,274970
1424,0,5,1983,352,193,1344,1,1,0,2,6,1,1,484,316,28,6,2007,144000
1425,80,6,1959,8,1252,1252,0,1,0,3,7,0,2,528,0,39,10,2008,142000
1426,81,7,1994,577,223,1223,1,2,1,3,5,2,2,525,171,132,8,2008,271000
1427,60,5,1950,630,333,1048,1,1,1,3,6,1,1,288,0,0,4,2008,140000
1428,60,5,1992,529,278,804,1,1,0,2,4,2,1,240,0,0,2,2010,119000
1429,0,6,1981,631,762,1440,0,2,0,3,7,1,2,467,0,0,4,2007,182900
1430,60,5,2005,8,732,734,0,2,1,4,7,1,2,372,100,40,7,2006,192140
1431,0,6,1976,632,0,958,0,2,0,2,5,0,2,440,0,60,10,2009,143750
1432,60,4,2007,8,656,968,0,2,0,4,5,0,1,216,0,0,8,2007,64500
1433,93,6,2000,8,936,962,1,2,1,3,8,1,2,451,0,0,5,2008,186500
1434,80,5,1977,478,190,1126,1,2,0,3,5,1,2,484,295,41,5,2006,160000
1435,80,6,2005,8,1319,1537,1,1,1,3,7,1,2,462,0,36,7,2008,174000
1436,60,4,1971,420,248,864,0,1,0,3,5,0,2,528,0,0,5,2007,120500
1437,96,8,2008,633,596,1932,1,2,0,2,7,1,3,774,0,66,11,2008,394617
1438,90,6,1996,102,312,1236,1,1,0,2,6,0,2,923,0,158,4,2010,149700
1439,80,7,1979,611,114,1040,0,2,1,3,6,1,2,550,0,88,11,2007,197000
1440,79,6,1994,8,588,1423,0,2,0,3,11,1,2,672,431,0,9,2008,191000
1441,0,6,2004,155,151,848,1,1,0,1,3,1,2,420,149,0,5,2008,149300
1442,85,10,2008,603,252,1026,1,2,1,3,10,1,3,812,168,52,4,2009,310000
1443,0,6,1950,8,952,952,0,1,0,2,4,1,1,192,0,98,5,2009,121000
1444,63,7,2004,8,1422,1422,0,2,0,3,7,0,2,626,192,60,11,2007,179600
1445,70,6,1966,371,0,913,1,1,0,3,6,0,1,240,0,0,5,2007,129000
1446,0,5,1962,586,595,1188,0,1,0,3,6,0,1,312,261,39,4,2010,157900
1447,80,8,1996,634,141,1220,1,2,1,3,8,1,2,556,0,65,12,2007,240000
1448,70,4,2000,8,560,796,0,1,1,2,6,0,1,384,168,24,5,2007,112000
1449,21,5,1970,268,77,630,1,1,0,1,3,0,0,0,0,0,8,2006,92000
1450,60,5,1974,8,896,896,0,2,2,4,8,0,0,0,32,45,9,2009,136000
1451,78,8,2009,8,1573,1578,0,2,0,3,7,1,3,840,0,36,5,2009,287090
1452,35,5,2005,566,0,1072,1,1,0,2,5,0,2,525,0,28,5,2006,145000
1453,90,5,2006,8,1140,1140,0,1,0,3,6,0,0,0,36,56,7,2006,84500
1454,62,7,2005,524,811,1221,1,2,0,2,6,0,2,400,0,113,10,2009,185000
1455,62,6,2000,8,953,953,0,2,1,3,7,1,2,460,0,40,8,2007,175000
1456,85,6,1988,618,589,2073,1,2,0,3,7,2,2,500,349,0,2,2010,210000
1457,66,7,2006,549,877,1188,0,2,0,4,9,2,1,252,0,60,5,2010,266500
1458,68,5,1996,635,0,1078,1,1,0,2,5,0,1,240,366,0,4,2010,142125
1459,75,5,1965,636,136,1256,1,1,1,3,6,0,1,276,736,68,6,2008,147500
