,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePricev2
107,20,1,50,6000,0,0,0,1,5,5,1948,1950,0,0,0,1,0,1,4,1,136,1,169,516,789,0,5,789,0,789,0,0,1,0,2,1,5,0,1,1948,1,1,250,0,0,0,0,0,0,0,0,0,4,2008,115000,3
108,50,1,85,8500,0,2,0,2,5,7,1919,2005,0,6,6,1,0,1,4,2,8,2,0,793,793,2,1,997,520,1517,0,0,2,0,3,1,7,0,4,0,3,0,0,0,0,144,0,0,0,0,0,0,8,2007,115000,3
109,20,0,105,11751,1,0,0,1,6,6,1977,1977,1,7,4,4,480,1,4,4,68,2,0,1139,1844,0,5,1844,0,1844,0,0,2,0,3,1,7,1,4,1977,3,2,546,0,122,0,0,0,0,1,0,0,1,2010,190000,4
110,50,0,75,9525,0,0,0,2,6,4,1954,1972,0,2,5,1,0,1,4,3,69,2,0,550,994,1,5,1216,639,1855,0,0,2,0,4,1,7,0,4,1954,1,1,325,182,0,0,0,0,0,0,0,0,10,2006,136900,3
111,80,0,0,7750,1,0,0,5,7,5,2000,2000,0,0,0,1,0,0,4,5,70,2,0,134,384,0,5,774,656,1430,0,0,2,1,3,1,7,1,2,2000,2,2,400,180,0,0,0,0,0,0,0,0,4,2010,180000,4
112,60,0,77,9965,0,0,0,0,7,5,2007,2007,0,0,0,2,220,0,3,5,71,2,0,280,1264,0,5,1282,1414,2696,1,0,2,1,4,1,10,1,2,2007,2,3,792,120,184,0,0,168,0,0,0,0,10,2007,383970,8
113,20,0,0,21000,0,2,0,1,6,5,1953,1953,1,2,5,4,184,1,2,1,226,4,869,905,1809,2,5,2259,0,2259,1,0,2,0,3,1,7,2,5,1953,1,2,450,166,120,192,0,0,0,1,0,0,10,2007,217000,5
114,70,0,61,7259,1,0,0,0,6,8,1945,2002,2,2,5,1,0,1,4,1,73,5,150,104,1028,0,5,1436,884,2320,1,0,2,1,3,1,9,1,1,1945,1,1,180,224,0,0,0,0,0,1,0,0,7,2007,259500,6
115,160,3,34,3230,0,2,3,0,6,5,1999,1999,0,1,1,4,1129,0,4,5,74,2,0,310,729,1,5,729,729,1458,0,0,2,1,2,1,5,1,1,1999,1,2,440,0,32,0,0,0,0,0,0,0,6,2007,176000,4
116,20,0,0,11616,0,0,0,1,5,5,1962,1962,0,2,5,4,116,1,4,6,525,1,670,252,1092,2,5,1092,0,1092,0,1,1,0,3,1,6,1,4,1962,1,1,288,0,20,144,0,0,0,0,0,0,9,2009,139000,3
117,20,0,74,8536,0,2,0,1,5,5,2006,2007,0,0,0,1,0,0,4,2,8,2,0,1125,1125,1,5,1125,0,1125,0,0,1,1,2,1,5,0,4,2007,1,2,430,80,64,0,0,0,0,0,0,0,4,2007,155000,4
118,60,0,90,12376,0,2,0,0,7,5,1990,1990,1,7,4,1,0,0,2,5,76,2,0,203,1673,1,5,1699,1523,3222,1,0,3,0,5,1,11,2,4,1990,1,3,594,367,0,0,0,0,0,0,0,0,5,2010,320000,7
119,60,0,65,8461,0,0,0,0,6,5,2005,2006,0,0,0,1,0,0,4,2,8,2,0,728,728,0,5,728,728,1456,0,0,2,1,3,1,8,1,4,2005,2,2,390,0,24,0,0,0,0,0,0,0,7,2006,163990,4
120,80,0,0,21453,1,3,0,5,6,5,1969,1969,4,7,4,1,0,1,1,1,77,2,0,0,938,0,5,988,0,988,1,0,1,0,1,1,4,2,4,1969,1,2,540,0,130,0,130,0,0,0,0,0,10,2006,180000,4
121,50,1,50,6060,0,0,0,2,4,5,1939,1950,0,8,9,1,0,0,4,2,8,2,0,732,732,1,5,772,351,1123,0,0,1,0,3,1,4,0,1,1979,1,1,264,0,0,140,0,0,0,1,0,0,6,2007,100000,3
122,20,0,75,9464,0,2,0,1,6,7,1958,1958,1,1,1,4,135,1,4,4,78,2,0,510,1080,1,5,1080,0,1080,0,0,1,0,3,1,5,0,4,1958,1,1,288,0,0,0,0,130,0,0,0,0,6,2008,136000,3
123,120,0,55,7892,0,0,3,1,6,5,1993,1993,0,7,4,1,0,0,4,5,79,2,0,899,1199,0,5,1199,0,1199,0,0,2,0,2,1,5,0,4,1993,3,2,530,0,63,0,0,0,0,0,0,0,3,2008,153900,4
124,20,0,48,17043,1,3,0,1,6,5,1979,1998,0,3,3,1,0,1,4,2,8,2,0,1362,1362,2,5,1586,0,1586,0,0,2,0,3,1,7,1,4,1979,1,2,435,192,0,0,0,0,0,0,0,0,1,2009,181000,4
125,190,1,60,6780,0,0,1,2,6,8,1935,1982,0,2,5,1,0,1,3,5,39,2,0,30,520,1,5,520,0,754,1,0,1,0,2,1,5,0,4,0,3,0,0,53,0,0,0,0,0,0,0,0,6,2006,84500,2
126,120,0,0,4928,1,0,3,1,6,5,1976,1976,0,7,4,1,0,1,4,1,604,2,0,958,1078,2,5,958,0,958,0,0,2,0,2,1,5,1,4,1977,3,2,440,0,205,0,0,0,0,0,0,0,2,2007,128000,3
127,45,1,55,4388,1,0,0,3,5,7,1930,1950,0,5,5,1,0,2,4,6,345,2,0,556,672,0,5,840,0,840,0,0,1,0,3,1,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,6,2007,87000,2
128,60,0,69,7590,0,0,0,0,6,5,1966,1966,0,0,0,4,266,1,4,4,82,2,0,148,660,2,5,660,688,1348,0,0,1,1,3,1,6,1,4,1966,3,2,453,188,108,0,0,0,0,0,0,0,7,2006,155000,4
129,20,0,69,8973,0,0,0,1,5,7,1958,1991,0,7,4,4,85,1,4,3,83,1,28,413,1008,2,2,1053,0,1053,0,1,1,1,3,1,6,0,6,1998,3,2,750,0,80,0,180,0,0,4,0,0,7,2006,150000,4
130,60,0,88,14200,0,2,0,0,7,6,1966,1966,0,1,1,4,309,1,4,3,84,2,0,479,924,0,5,1216,941,2157,0,0,2,1,4,1,8,2,4,1966,2,2,487,105,66,0,0,0,0,3,0,0,5,2006,226000,5
131,60,0,0,12224,1,2,0,0,6,5,2000,2000,0,0,0,4,40,0,4,5,85,2,0,297,992,0,5,1022,1032,2054,1,0,2,1,3,1,7,1,2,2000,3,2,390,24,48,0,0,0,0,0,0,0,7,2009,244000,5
132,20,0,75,7388,0,2,0,1,5,6,1959,2002,0,1,1,1,0,1,4,3,86,2,0,658,1063,1,5,1327,0,1327,1,0,1,0,3,1,7,0,1,1974,1,2,624,0,0,0,0,0,0,0,0,0,7,2007,150750,4
133,20,0,0,6853,1,0,0,1,8,5,2001,2002,0,0,0,4,136,0,4,5,87,2,0,262,1267,0,5,1296,0,1296,1,0,2,0,2,1,6,0,4,2001,2,2,471,192,25,0,0,0,0,0,0,0,6,2009,220000,5
134,20,0,78,10335,1,0,0,1,5,6,1968,1993,0,7,4,1,0,1,4,3,78,2,0,891,1461,1,5,1721,0,1721,0,0,2,1,3,1,7,1,4,1968,3,2,440,0,96,180,0,0,0,1,0,0,7,2006,180000,4
135,20,0,80,10400,0,0,0,1,7,6,1970,1970,1,7,4,4,288,0,4,2,8,2,0,1304,1304,1,5,1682,0,1682,0,0,2,0,3,1,7,1,4,1970,1,2,530,98,0,0,0,0,0,1,0,0,5,2008,174000,4
136,20,0,0,10355,1,2,0,1,5,5,1967,1967,0,1,1,4,196,1,4,4,85,2,0,519,1214,2,5,1214,0,1214,0,0,2,0,3,1,5,1,4,1967,3,1,318,0,111,0,0,0,0,0,0,0,7,2007,143000,3
137,90,0,82,11070,0,0,2,1,7,5,1988,1989,0,0,0,4,70,1,4,2,8,2,0,1907,1907,1,5,1959,0,1959,0,0,3,0,5,2,9,0,6,1989,1,3,766,0,0,0,0,0,0,0,0,0,7,2006,171000,4
138,60,0,73,9066,1,0,0,0,8,5,1999,2000,0,0,0,4,320,0,2,5,88,2,0,336,1004,0,5,1004,848,1852,0,0,2,1,3,1,7,2,4,1999,2,3,660,224,106,0,0,0,0,3,0,0,12,2008,230000,5
139,60,0,65,15426,1,0,0,0,6,5,1997,1997,0,0,0,1,0,0,4,5,89,2,0,107,928,0,5,928,836,1764,1,0,2,1,3,1,7,0,4,1997,3,2,470,276,99,0,0,0,0,1,0,0,8,2009,231500,5
140,20,0,70,10500,0,1,0,1,4,5,1971,1971,0,3,3,1,0,1,4,1,90,2,0,432,864,2,5,864,0,864,0,0,1,0,3,1,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2010,115000,3
141,20,0,78,11645,0,0,0,1,7,5,2005,2005,0,0,0,1,0,0,3,5,91,2,0,434,1734,0,5,1734,0,1734,1,0,2,0,3,1,7,0,4,2005,2,2,660,160,24,0,0,0,0,0,0,0,1,2006,260000,6
142,50,0,71,8520,0,2,0,2,5,4,1952,1952,0,4,5,1,0,1,4,3,92,2,0,403,910,3,5,910,475,1385,0,0,2,0,4,1,6,0,1,2000,1,2,720,0,0,0,0,0,0,1,0,0,6,2010,166000,4
143,20,0,78,10335,1,0,0,1,7,5,1999,1999,0,0,0,4,183,0,1,5,93,2,0,811,1490,0,5,1501,0,1501,1,0,2,0,3,1,6,0,4,1999,3,2,577,144,29,0,0,0,0,0,0,0,6,2009,204000,5
144,90,1,70,9100,0,0,2,1,5,5,1963,1963,0,3,3,4,336,1,4,3,151,2,0,396,1728,2,5,1728,0,1728,1,0,2,0,6,2,10,0,1,1963,1,2,504,0,0,0,0,0,0,0,0,0,11,2006,125000,3
145,160,1,24,2522,0,0,4,0,6,5,2004,2006,0,0,0,2,50,0,4,2,8,2,0,970,970,0,5,970,739,1709,0,0,2,0,3,1,7,0,1,2004,1,2,380,0,40,0,0,0,0,0,0,0,4,2006,130000,3
146,30,1,51,6120,0,2,0,1,5,7,1931,1993,0,2,5,1,0,2,4,4,95,2,0,506,715,2,2,875,0,875,1,0,1,0,2,1,5,0,1,1931,1,1,180,48,0,0,0,0,0,0,0,0,11,2009,105000,3
147,60,0,0,9505,1,3,0,0,7,5,2001,2001,0,0,0,4,180,0,4,2,8,2,0,884,884,0,5,884,1151,2035,0,0,2,1,3,1,8,1,2,2001,2,2,434,144,48,0,0,0,0,0,0,0,5,2010,222500,5
148,20,0,63,7500,0,0,0,1,7,5,2004,2005,0,0,0,4,120,0,4,5,96,2,0,400,1080,0,5,1080,0,1080,1,0,1,0,3,1,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2008,141000,3
149,50,1,0,6240,0,0,0,2,5,4,1936,1950,0,1,1,1,0,2,4,2,8,2,0,896,896,1,2,896,448,1344,0,0,1,0,3,1,7,0,1,1936,1,1,240,200,114,0,0,0,0,0,0,0,4,2006,115000,3
150,20,0,120,10356,0,2,0,1,5,6,1975,1975,0,3,3,1,0,1,3,4,97,2,0,253,969,2,5,969,0,969,0,0,1,1,3,1,5,0,4,1975,1,2,440,0,0,0,0,0,0,1,0,0,1,2007,122000,3
151,20,0,107,13891,0,0,0,1,8,5,2007,2008,1,0,0,2,436,0,1,5,98,2,0,310,1710,0,5,1710,0,1710,1,0,2,0,2,1,6,1,4,2007,3,3,866,0,102,0,0,0,0,0,0,0,1,2008,372402,8
152,60,0,0,14803,1,3,0,0,6,5,1971,1971,0,3,3,4,252,1,4,3,99,2,0,409,825,1,5,1097,896,1993,0,0,2,1,4,1,8,1,4,1971,3,2,495,0,66,0,0,0,0,2,0,0,6,2006,190000,4
153,20,0,0,13500,0,0,0,1,6,7,1960,1975,4,4,4,1,0,1,1,4,100,3,1080,93,1602,1,5,1252,0,1252,1,0,1,0,1,1,4,1,4,1960,3,2,564,409,0,0,0,0,0,0,0,0,3,2008,235000,5
154,30,1,84,11340,0,2,0,1,6,5,1923,1950,0,2,5,1,0,2,4,2,8,2,0,1200,1200,2,2,1200,0,1200,0,0,1,0,4,1,7,0,1,1923,1,1,312,0,0,228,0,0,0,0,0,0,3,2006,125000,3
155,50,0,60,9600,0,2,0,2,6,5,1924,1950,0,2,5,1,0,2,4,2,8,2,0,572,572,3,1,572,524,1096,0,0,1,0,2,1,5,0,4,0,3,0,0,0,8,128,0,0,0,0,0,0,4,2008,79000,2
156,20,0,60,7200,0,0,0,1,5,7,1950,1950,1,2,5,1,0,1,4,5,8,2,0,0,0,2,1,1040,0,1040,0,0,1,0,2,1,5,0,1,1950,1,2,625,0,0,0,0,0,0,0,0,0,6,2006,109500,3
157,60,0,92,12003,0,2,0,0,8,5,2009,2010,0,0,0,4,84,0,4,2,8,2,0,774,774,0,5,774,1194,1968,0,0,2,1,4,1,8,1,2,2009,2,3,680,0,75,0,0,0,0,0,0,0,5,2010,269500,6
158,60,3,100,12552,0,2,0,0,7,5,2004,2005,0,0,0,1,0,0,4,5,101,2,0,769,991,0,5,991,956,1947,0,0,2,1,3,1,8,1,4,2004,3,2,678,0,136,0,0,0,0,2,0,0,5,2010,254900,6
159,60,0,134,19378,1,2,0,0,7,5,2005,2006,0,0,0,4,456,0,2,5,102,2,0,1335,1392,0,5,1392,1070,2462,1,0,2,1,4,1,9,1,4,2006,3,2,576,239,132,0,168,0,0,0,0,0,3,2006,320000,7
160,20,0,0,11120,1,3,0,1,6,6,1984,1984,0,7,4,1,0,0,4,4,103,2,0,572,1232,2,5,1232,0,1232,0,0,2,0,3,1,6,0,4,1984,1,2,516,0,0,0,0,0,0,0,0,0,6,2008,162500,4
161,60,0,110,13688,1,0,0,0,9,5,2003,2004,0,0,0,4,664,0,3,5,104,2,0,556,1572,0,5,1572,1096,2668,1,0,2,1,3,1,10,2,2,2003,2,3,726,400,0,0,0,0,0,0,0,0,3,2008,412500,9
162,20,0,95,12182,0,2,0,1,7,5,2005,2005,0,0,0,4,226,0,2,4,54,2,0,340,1541,0,5,1541,0,1541,0,0,2,0,3,1,7,1,4,2005,3,2,532,0,70,0,0,0,0,0,0,0,5,2010,220000,5
163,45,0,55,5500,0,0,0,3,4,6,1956,1956,0,1,1,1,0,1,4,2,8,2,0,882,882,0,5,882,0,882,0,0,1,0,1,1,4,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,4,2007,103200,3
164,40,1,40,5400,0,2,0,1,6,7,1926,2004,0,1,1,1,0,2,2,6,105,2,0,779,1149,1,2,1149,467,1616,0,0,2,0,3,1,5,0,1,1926,1,1,216,0,0,183,0,0,0,0,0,0,10,2007,152000,4
165,190,0,62,10106,0,0,1,2,5,7,1940,1999,0,2,5,1,0,2,4,1,106,4,181,112,644,1,5,808,547,1355,1,0,2,0,4,2,6,0,4,0,3,0,0,140,0,0,0,0,0,0,0,0,9,2008,127500,3
166,20,0,0,10708,1,0,0,1,5,5,1955,1993,1,2,5,1,0,1,4,6,107,1,768,470,1617,0,2,1867,0,1867,1,0,1,0,2,1,7,3,4,1955,2,1,303,476,0,0,0,142,0,2,0,0,11,2009,190000,4
167,60,0,86,10562,0,0,0,0,8,5,2007,2007,0,0,0,2,300,0,4,5,108,2,0,294,1582,0,5,1610,551,2161,1,0,1,1,3,1,8,1,4,2007,2,3,789,178,120,0,0,0,0,0,0,0,11,2007,325624,7
168,60,0,62,8244,1,0,0,0,7,5,2004,2004,0,0,0,1,0,0,4,2,8,2,0,840,840,0,5,840,880,1720,0,0,2,1,3,1,7,1,4,2004,2,2,440,100,48,0,0,0,0,0,0,0,5,2007,183500,4
169,20,0,0,16669,1,2,0,1,8,6,1981,1981,1,7,4,4,653,1,4,2,8,2,0,1686,1686,2,5,1707,0,1707,0,0,2,1,2,1,6,1,4,1981,3,2,511,574,64,0,0,0,0,0,0,0,1,2006,228000,5
170,50,1,0,12358,1,0,0,2,5,6,1941,1950,0,1,1,1,0,1,4,3,109,2,0,360,720,2,5,854,0,1382,0,0,1,1,2,1,7,0,1,1991,1,2,660,237,0,0,0,0,0,0,0,0,5,2007,128500,3
171,20,0,141,31770,1,2,0,1,6,5,1960,1960,1,4,4,2,112,1,1,4,110,2,0,441,1080,3,5,1656,0,1656,1,0,1,0,3,1,7,2,4,1960,2,2,528,210,62,0,0,0,0,0,0,0,5,2010,215000,5
172,160,0,44,5306,1,0,3,0,7,7,1987,1987,0,3,3,1,0,0,4,5,289,4,215,354,1064,1,5,1064,703,1767,1,0,2,0,2,1,5,1,4,1987,3,2,504,441,35,0,0,0,0,0,0,0,6,2006,239000,5
173,20,0,80,10197,1,0,0,1,6,5,1961,1961,0,5,2,3,491,1,4,1,112,4,374,700,1362,2,5,1362,0,1362,1,0,1,1,3,1,6,1,4,1961,1,2,504,0,20,0,0,0,0,0,0,0,6,2008,163000,4
174,20,0,47,12416,1,0,0,1,6,5,1986,1986,0,0,4,2,132,1,4,1,113,5,208,0,1606,2,5,1651,0,1651,1,0,2,0,3,1,7,1,4,1986,2,2,616,192,0,0,0,0,0,0,0,0,11,2008,184000,4
175,20,0,84,12615,0,2,0,1,6,7,1950,2001,0,5,2,1,0,1,3,1,114,2,0,725,1202,2,5,2158,0,2158,1,0,2,0,4,1,7,1,4,1950,1,2,576,0,29,39,0,0,0,1,0,0,6,2007,243000,5
176,60,0,97,10029,1,2,0,0,6,5,1988,1989,0,7,4,4,268,0,4,5,115,2,0,320,1151,2,5,1164,896,2060,0,1,2,1,4,1,8,1,4,1988,1,2,521,0,228,0,0,192,0,0,0,0,9,2007,211000,5
177,50,0,0,13650,0,0,0,2,5,5,1958,1958,0,1,1,1,0,1,4,1,102,1,441,554,1052,0,5,1252,668,1920,1,0,2,0,4,1,8,1,4,1958,1,2,451,0,0,0,0,0,0,0,0,0,7,2006,172500,4
178,20,0,63,17423,1,3,0,1,9,5,2008,2009,1,0,0,2,748,0,4,5,116,2,0,312,2216,0,5,2234,0,2234,1,0,2,0,1,1,9,1,4,2009,2,3,1166,0,60,0,0,0,0,0,0,0,7,2009,501837,11
179,30,1,60,8520,0,0,0,1,5,6,1923,2006,0,2,5,1,0,1,4,2,8,2,0,968,968,2,5,968,0,968,0,0,1,0,2,1,5,0,1,1935,1,2,480,0,0,184,0,0,0,0,0,0,7,2007,100000,3
180,160,3,0,2117,0,0,4,0,6,5,2000,2000,0,1,1,4,456,0,4,5,117,2,0,320,756,0,5,769,756,1525,0,0,2,1,3,1,5,1,1,2000,1,2,440,0,0,0,0,0,0,0,0,0,6,2007,177000,4
181,70,0,54,7588,0,0,0,0,7,6,1920,1950,0,9,8,1,0,2,4,6,118,2,0,441,793,1,5,901,901,1802,0,0,1,1,4,1,9,1,1,1920,1,1,216,0,0,40,0,0,0,0,0,0,7,2006,200100,5
182,20,0,60,9060,0,0,0,1,5,6,1957,2006,1,2,5,4,98,0,4,5,8,2,0,0,0,0,5,1340,0,1340,0,0,1,0,3,1,7,1,4,1957,3,1,252,116,0,0,180,0,0,1,0,0,6,2007,120000,3
183,50,1,63,11426,0,0,0,2,7,5,2003,2003,0,0,0,1,0,0,4,2,8,2,0,1362,1362,0,5,1362,720,2082,0,0,2,1,3,1,6,0,1,2003,1,2,484,280,238,0,0,0,0,0,0,0,6,2008,200000,5
184,50,0,92,7438,1,0,0,2,5,8,1908,1991,0,8,4,1,0,0,4,2,8,2,0,504,504,1,5,936,316,1252,0,0,1,0,3,1,5,0,4,1986,1,2,576,104,0,0,0,0,0,1,0,0,6,2006,127000,3
185,75,1,90,22950,2,0,0,7,10,9,1892,1993,0,2,5,1,0,2,2,2,8,2,0,1107,1107,0,5,1518,1518,3608,0,0,2,1,4,1,12,2,1,1993,1,3,840,0,260,0,0,410,0,3,0,0,6,2006,475000,10
186,80,0,0,9947,1,3,0,5,7,5,1990,1991,0,3,3,1,0,0,3,5,119,2,0,577,1188,0,5,1217,0,1217,1,0,2,0,3,1,6,0,4,1990,1,2,497,168,27,0,0,0,0,3,0,0,6,2009,173000,4
187,50,0,60,10410,0,0,0,2,5,7,1916,1987,0,3,3,1,0,1,4,2,8,2,0,660,660,0,5,808,704,1656,0,0,2,1,3,1,8,0,1,1916,1,1,180,0,0,0,140,0,0,1,0,0,8,2009,135000,3
188,90,0,64,7018,0,0,2,4,5,5,1979,1979,0,7,4,2,275,1,3,5,120,2,0,0,1086,2,5,1224,0,1224,2,0,0,2,2,2,6,2,1,1979,1,2,528,120,0,0,0,0,0,0,0,0,6,2009,153337,4
189,120,0,41,4923,0,0,3,1,8,5,2001,2002,0,6,6,1,0,0,3,5,23,2,0,440,1593,0,5,1593,0,1593,1,0,1,1,0,1,5,1,4,2001,2,2,682,0,120,0,0,224,0,0,0,0,8,2008,286000,6
190,70,0,70,10570,0,0,0,0,8,8,1932,1994,1,4,7,1,0,1,4,3,121,2,0,556,853,2,5,1549,1178,2727,0,0,2,1,3,1,10,2,1,1932,1,2,440,0,74,0,0,0,0,0,0,0,12,2007,315000,7
191,60,0,0,7472,1,3,0,0,7,9,1972,2004,0,3,3,4,138,1,4,1,122,2,0,99,725,1,5,725,754,1479,1,0,1,1,4,1,7,0,4,1972,2,2,484,0,32,0,0,0,0,0,0,0,6,2007,184000,4
192,20,0,68,9017,1,0,0,1,7,5,1999,1999,0,0,0,1,0,0,3,5,123,2,0,871,1431,0,5,1431,0,1431,1,0,2,0,3,1,6,0,4,1999,2,2,666,0,35,0,0,0,0,0,0,0,9,2009,192000,4
193,160,1,24,2522,0,0,4,0,7,5,2004,2004,0,0,0,2,50,0,4,2,8,2,0,970,970,0,5,970,739,1709,0,0,2,0,3,1,7,0,1,2004,1,2,380,0,40,0,0,0,0,0,0,0,5,2006,130000,3
194,20,0,60,7180,1,0,0,1,5,7,1972,1972,1,3,3,1,0,1,3,1,124,2,0,474,864,2,5,864,0,864,0,0,1,0,3,1,5,0,1,1989,1,1,352,0,0,0,0,0,0,0,0,0,5,2008,127000,3
195,160,0,24,2280,0,1,4,0,6,6,1976,1976,0,7,10,1,0,1,4,1,582,2,0,289,855,2,5,855,601,1456,0,0,2,1,3,1,7,1,4,1976,1,2,440,87,0,0,0,0,0,0,0,0,7,2009,148500,3
196,20,0,79,9416,0,0,0,1,7,5,2007,2007,1,6,6,2,205,0,4,5,126,2,0,600,1726,0,5,1726,0,1726,1,0,2,0,3,1,8,1,4,2007,2,3,786,171,138,0,0,266,0,0,0,0,9,2007,311872,7
197,75,0,174,25419,0,2,0,0,8,4,1918,1990,0,9,8,1,0,0,4,5,127,5,184,140,1360,1,5,1360,1360,3112,1,1,2,0,4,1,8,1,1,1918,1,2,795,0,16,552,0,0,512,3,0,0,3,2006,235000,5
198,75,1,92,5520,0,2,0,7,6,6,1912,1950,0,2,5,1,0,1,4,2,8,2,0,755,755,0,5,929,929,2229,0,0,1,0,5,1,8,0,4,0,3,0,0,0,198,30,0,0,0,1,0,0,7,2009,104000,3
199,20,0,76,9591,0,0,0,1,8,5,2004,2005,1,0,0,4,262,0,3,5,128,2,0,625,1713,0,5,1713,0,1713,1,0,2,0,3,1,7,1,4,2004,2,3,856,0,26,0,0,170,0,0,0,0,1,2009,274900,6
200,20,1,80,8546,0,2,0,1,4,5,2003,2004,0,0,0,1,0,0,4,2,8,2,0,1121,1121,0,5,1121,0,1121,0,0,2,0,2,1,5,0,4,2003,3,2,440,132,64,0,0,0,0,0,0,0,3,2010,140000,3
201,20,0,75,10125,0,0,0,1,6,6,1977,1977,0,7,4,1,0,1,4,1,208,5,279,276,1196,2,5,1279,0,1279,0,1,2,0,3,1,6,2,1,1980,1,2,473,238,83,0,0,0,0,1,0,0,2,2008,171500,4
202,50,0,50,7000,0,2,0,2,6,6,1924,1950,0,1,1,1,0,2,4,6,130,2,0,0,617,1,5,865,445,1310,0,0,2,0,2,1,6,0,4,1924,1,1,398,0,0,126,0,0,0,0,0,0,5,2006,112000,3
203,120,1,0,4438,0,0,3,1,6,5,2004,2004,0,0,0,4,205,0,3,5,365,2,0,186,848,0,5,848,0,848,1,0,1,0,1,1,3,1,4,2004,3,2,420,149,0,0,0,0,0,0,0,0,1,2008,149000,3
204,50,1,50,3500,0,0,0,2,5,7,1947,1950,0,8,9,1,0,1,4,6,132,2,0,408,720,2,5,720,564,1284,0,0,1,1,2,1,5,0,1,1948,1,1,240,0,35,0,0,0,0,4,0,0,4,2009,110000,3
205,20,0,99,11851,0,2,0,1,7,5,1990,1990,0,3,3,1,0,0,4,2,8,2,0,1424,1424,0,5,1442,0,1442,0,0,2,0,3,1,5,0,4,1990,3,2,500,0,34,0,508,0,0,0,0,0,5,2009,180500,4
206,20,0,40,13673,1,3,0,1,5,5,1962,1962,0,3,3,1,0,1,4,2,8,2,0,1140,1140,2,5,1696,0,1696,0,0,1,1,3,1,8,1,4,1962,3,1,349,0,30,0,0,0,0,0,0,0,3,2007,143900,3
207,20,0,0,12493,1,0,0,1,4,5,1960,1960,0,2,5,1,0,0,4,1,74,4,306,375,1100,2,5,1100,0,1100,1,0,1,0,3,1,6,1,4,1960,3,1,312,355,0,0,0,0,0,2,0,0,4,2008,141000,3
208,60,0,0,14364,1,0,0,0,7,5,1988,1989,0,7,4,4,128,1,1,5,606,2,0,92,1157,0,5,1180,882,2062,1,0,2,1,3,1,7,1,4,1988,2,2,454,60,55,0,0,154,0,0,0,0,4,2007,277000,6
209,20,0,75,8250,0,0,0,1,6,7,1964,1964,1,3,3,2,260,1,4,3,134,2,0,305,1092,0,5,1092,0,1092,1,0,1,0,3,1,6,0,4,1964,3,2,504,0,0,0,0,0,0,1,0,0,7,2008,145000,3
210,30,0,67,5604,0,0,0,1,5,6,1925,1950,0,9,8,1,0,1,4,3,135,2,0,396,864,2,2,864,0,864,1,0,1,0,2,1,5,0,4,0,3,0,0,0,0,96,0,0,0,0,0,0,4,2008,98000,2
211,20,0,83,10420,0,2,0,1,6,5,2009,2009,0,0,0,1,0,0,2,5,136,2,0,1176,1212,0,5,1212,0,1212,0,0,2,0,3,1,6,0,4,2009,3,2,460,100,22,0,0,0,0,0,0,0,3,2010,186000,4
212,60,3,72,8640,0,0,0,0,7,5,2009,2009,0,0,0,1,0,0,4,5,137,2,0,78,900,0,5,932,920,1852,1,0,2,1,3,1,7,1,4,2009,3,2,644,168,108,0,0,0,0,0,0,0,7,2009,252678,6
213,20,0,43,13568,2,3,0,1,5,5,1995,1995,0,0,0,1,0,0,4,1,97,2,0,274,990,0,5,990,0,990,0,1,1,0,3,1,5,0,4,1996,1,2,576,224,0,0,0,0,0,0,0,0,7,2006,156000,4
214,60,0,0,10900,1,1,0,0,6,7,1977,1977,0,3,3,4,153,1,4,5,506,2,0,311,689,0,5,689,703,1392,0,0,1,1,3,1,6,0,4,1977,2,1,299,0,36,0,0,0,0,1,1,450,3,2010,161750,4
215,20,0,72,10011,1,0,0,1,5,6,1957,1996,0,3,3,4,64,1,4,4,109,2,0,710,1070,2,5,1236,0,1236,0,1,1,0,2,1,6,1,4,1957,1,1,447,0,0,0,0,0,0,1,0,0,5,2006,134450,3
216,20,0,65,8450,0,0,0,1,7,5,2004,2004,0,0,0,4,266,0,2,5,139,2,0,490,1436,0,5,1436,0,1436,1,0,2,0,3,1,8,0,4,2004,1,2,484,139,98,0,0,0,0,0,0,0,4,2008,210000,5
217,70,1,57,9906,0,0,0,0,4,4,1925,1950,0,1,1,1,0,1,4,2,8,2,0,686,686,3,5,810,518,1328,0,0,1,0,3,1,8,0,1,1940,1,1,210,0,172,60,0,0,0,0,0,0,9,2006,107000,3
