,MSSubClass,MSZoning,LotFrontage,LotShape,LotConfig,Neighborhood,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleCondition,SalePrice
641,60,3,0,0,0,5,7,5,0,0,0,1,0,0,3,4,5,360,319,0,1057,872,1,2,1,3,0,7,1,1,4,2,2,650,0,235,5,2007,0,226000
642,80,0,75,0,0,11,8,7,0,7,5,1,0,1,3,1,5,544,542,1,2000,704,1,2,1,4,2,9,3,1,4,2,2,538,269,111,7,2009,0,345000
643,60,0,80,0,0,6,5,5,3,5,3,4,1,1,1,4,3,361,0,0,780,840,0,2,1,4,1,7,0,0,4,2,2,462,208,0,4,2007,0,152000
644,20,3,85,0,0,5,9,5,0,6,6,2,2,0,2,2,5,362,645,0,1766,0,1,2,1,2,2,7,1,2,4,2,3,478,195,130,10,2009,2,370878
645,20,0,0,1,2,11,6,5,1,7,4,1,1,1,1,4,1,363,664,2,981,0,1,1,1,3,1,5,0,0,1,1,2,576,0,312,3,2007,0,143250
646,20,0,60,0,0,11,5,5,1,1,1,1,1,1,3,4,5,8,0,1,1048,0,0,1,0,3,1,7,0,0,1,1,2,420,0,27,7,2008,0,98300
647,20,0,85,1,0,15,6,5,1,2,5,2,1,1,1,2,3,444,594,0,1094,0,0,1,0,3,1,5,2,2,4,3,2,495,0,0,6,2008,0,155000
648,60,0,70,0,0,11,6,5,0,1,1,4,1,1,1,4,2,8,756,2,1051,788,0,1,1,4,1,7,1,1,4,1,2,442,0,124,6,2010,0,155000
649,180,1,21,0,0,14,4,6,0,6,6,1,1,1,3,3,4,365,0,1,630,0,1,1,0,1,1,3,0,0,4,3,0,0,0,0,12,2007,0,84500
650,60,3,65,0,0,5,7,6,0,6,6,4,0,0,3,4,2,8,813,0,822,843,0,2,1,3,0,7,0,0,4,3,2,562,0,0,5,2008,0,205950
651,70,0,60,0,0,15,4,5,0,1,1,1,1,1,1,2,2,8,755,2,755,755,1,1,0,4,1,7,1,2,1,1,1,296,120,0,10,2009,0,108000
652,60,0,70,0,0,0,7,5,0,0,0,1,0,0,3,4,2,8,880,0,909,807,0,2,1,2,0,7,1,1,4,3,2,512,0,120,7,2009,0,191000
653,50,1,60,0,0,13,6,7,0,1,1,1,1,1,1,4,2,8,756,0,756,713,0,1,0,3,1,7,0,0,1,1,1,216,57,0,6,2008,0,135000
654,20,0,91,1,0,3,8,6,1,1,1,4,0,0,3,1,5,366,413,0,2113,0,1,2,1,2,0,7,1,1,4,2,3,839,236,46,8,2008,0,350000
655,160,1,21,0,0,22,6,5,0,3,11,4,1,1,1,4,2,8,525,2,525,567,0,1,1,3,1,6,0,0,1,1,1,264,0,0,3,2010,5,88000
656,20,0,72,1,0,11,5,7,0,3,3,4,0,1,1,4,1,367,247,0,1053,0,1,1,1,3,0,5,0,0,4,3,1,312,0,0,8,2008,0,145500
657,70,0,60,0,0,2,7,6,0,9,2,1,1,2,3,4,2,8,776,2,851,651,0,1,1,3,1,6,1,2,4,3,1,270,0,0,2,2008,0,149000
658,50,0,78,0,0,11,6,5,0,0,0,1,1,1,1,4,2,8,912,2,912,546,0,1,0,3,1,6,1,2,4,1,1,330,192,0,1,2010,1,97500
659,20,0,75,0,2,15,5,7,1,1,1,1,1,0,1,4,4,323,849,0,1486,0,1,1,0,3,1,7,0,0,1,2,2,480,0,0,3,2009,0,167000
660,60,0,0,0,3,6,7,7,0,7,4,4,1,1,3,4,2,8,793,2,1142,793,0,2,1,3,1,7,1,1,4,3,2,550,0,113,11,2007,0,197900
661,60,0,52,2,3,3,8,7,1,0,0,4,0,0,3,4,5,368,88,0,1686,762,1,2,1,4,0,8,1,1,4,3,3,711,517,76,7,2009,0,402000
662,20,0,120,0,2,11,6,3,1,2,5,4,1,1,4,4,2,8,1392,1,1392,0,1,1,0,2,1,5,2,1,4,3,2,576,0,0,7,2009,0,110000
663,85,0,90,0,0,15,4,5,0,7,4,1,1,1,3,3,4,542,38,2,1181,0,1,2,0,3,1,6,0,0,1,3,2,588,0,0,4,2008,0,137500
664,20,0,49,2,3,5,8,5,0,0,0,1,0,0,2,2,5,370,356,0,2097,0,1,1,1,1,2,8,1,4,4,2,3,1134,192,267,1,2006,2,423000
665,60,0,106,1,2,17,8,5,0,0,0,4,0,0,3,4,2,8,1406,0,1454,482,0,2,1,3,0,7,1,1,4,3,2,504,188,124,11,2006,0,230500
666,60,0,0,1,0,11,6,5,4,7,4,3,1,1,3,4,6,371,111,2,1465,915,0,2,1,3,1,7,1,5,3,1,2,596,0,265,8,2007,1,129000
667,20,0,65,0,0,12,6,5,0,3,3,4,1,0,3,4,5,372,270,0,1679,0,1,2,0,3,0,7,1,3,4,3,2,575,224,42,10,2008,0,193500
668,20,0,0,0,2,9,5,6,0,6,5,1,1,1,1,4,3,373,200,1,1437,0,1,1,1,3,1,6,1,1,1,1,2,576,304,0,11,2006,0,168000
669,30,0,80,0,0,2,4,5,0,1,1,1,1,2,4,4,2,8,700,0,1180,0,0,1,0,2,3,5,1,2,1,1,1,252,0,0,7,2006,0,137500
670,60,0,64,0,1,0,6,5,0,0,0,1,0,0,3,4,5,374,545,0,738,738,1,2,1,3,0,7,0,0,4,2,2,540,100,35,2,2009,0,173500
671,70,4,54,0,0,15,6,6,2,2,5,1,1,2,1,4,4,483,121,2,697,672,1,2,0,3,1,6,0,0,1,1,1,300,147,0,7,2009,0,103600
672,20,0,0,1,0,1,6,6,0,7,4,1,0,1,3,4,1,376,441,2,1208,0,1,1,1,3,1,6,1,1,4,3,2,546,198,42,6,2006,0,165000
673,20,0,110,0,0,2,6,7,1,6,6,4,1,0,1,4,5,377,291,0,1839,0,1,2,0,3,0,7,2,1,4,2,2,416,0,87,6,2007,0,257500
674,20,0,80,0,0,11,6,6,0,3,3,1,1,1,1,4,3,378,244,2,1136,0,1,1,0,3,1,5,1,2,4,3,1,384,426,0,7,2008,0,140000
675,160,0,24,0,0,20,6,6,0,7,10,1,1,1,1,4,1,379,544,2,855,586,0,2,1,3,1,7,1,1,4,1,2,440,28,0,4,2009,0,148500
676,70,1,60,0,0,7,4,2,0,8,8,1,1,2,1,4,2,8,1095,3,1095,679,1,2,0,4,1,8,0,0,6,1,3,779,0,0,5,2006,0,87000
677,30,0,52,0,0,7,5,8,0,0,0,1,0,2,1,4,2,8,768,0,792,0,0,1,0,2,0,5,0,0,1,1,1,240,316,0,5,2009,0,109500
678,20,0,80,1,0,18,8,5,1,0,0,2,0,0,2,2,2,8,2046,0,2046,0,0,2,1,3,0,7,1,2,4,2,3,834,322,82,7,2009,2,372500
679,20,0,0,1,0,9,5,5,1,2,5,4,1,1,1,4,3,380,161,2,988,0,1,1,0,3,1,5,0,0,1,1,2,572,0,0,10,2007,0,128500
680,120,0,50,0,0,12,6,5,0,7,4,1,1,1,3,4,4,613,261,2,923,0,0,2,0,2,1,5,1,1,4,3,1,264,80,0,5,2010,0,143000
681,50,4,55,2,0,23,5,5,0,0,8,1,1,2,1,4,3,226,611,0,848,672,0,1,0,3,1,6,0,0,1,1,1,281,0,0,7,2009,1,159434
682,120,0,0,0,0,19,6,5,0,2,5,1,1,0,3,2,5,382,288,0,1291,0,1,1,0,2,0,6,1,2,4,1,2,431,307,0,11,2008,0,173000
683,20,0,90,1,2,0,9,5,1,0,0,2,0,0,3,3,5,516,567,0,1668,0,1,2,0,3,0,7,1,1,4,2,3,702,257,45,7,2007,0,285000
684,60,0,58,2,3,3,7,5,0,0,0,4,0,0,3,4,2,8,1195,1,1195,644,0,2,1,4,1,7,0,0,4,2,2,486,0,81,6,2010,0,221000
685,160,0,0,1,3,18,7,5,0,3,3,1,0,1,3,2,5,615,180,1,1190,900,1,2,0,3,0,6,1,1,4,2,2,577,219,0,9,2007,0,207500
686,60,3,84,0,0,5,7,6,0,0,0,1,0,0,3,4,2,8,874,0,874,887,0,3,0,3,0,7,0,0,4,2,2,578,144,105,8,2007,2,227875
687,160,3,0,2,1,5,7,5,0,1,1,1,0,0,3,4,5,384,312,0,551,551,0,2,1,2,0,4,0,0,1,1,2,480,0,60,3,2007,0,148800
688,20,0,60,0,0,18,8,6,0,1,1,4,0,0,3,3,5,385,474,0,1419,0,1,2,0,2,0,7,1,2,4,3,2,567,140,0,10,2007,2,392000
689,120,0,61,1,2,10,6,5,0,0,0,2,0,0,3,3,1,386,1342,0,1362,0,0,2,0,2,0,6,1,2,4,3,2,460,192,28,6,2007,0,194700
690,120,1,0,0,0,0,6,5,0,0,0,4,0,0,3,1,5,155,151,0,848,0,1,1,0,1,0,3,1,1,4,3,2,420,149,0,5,2008,0,141000
691,60,0,104,1,2,3,10,6,0,3,3,4,2,0,2,1,5,387,989,0,2444,1872,0,3,1,4,2,10,2,4,4,2,3,832,382,50,1,2007,0,755000
692,60,0,42,1,0,16,7,5,1,1,1,4,0,0,3,1,5,388,245,0,1238,1281,1,2,1,4,0,9,2,2,4,3,2,628,320,27,4,2006,0,335000
693,30,0,60,0,2,7,5,6,0,1,1,1,1,2,1,4,2,8,1073,0,1073,0,0,1,0,2,1,4,0,0,1,1,1,326,0,0,12,2006,1,108480
694,50,1,51,0,2,8,5,6,0,2,5,1,1,2,1,4,2,8,927,2,1067,472,0,1,1,3,1,5,0,0,1,1,2,576,112,0,4,2009,0,141500
695,20,0,54,1,0,16,6,6,0,3,3,4,1,1,3,4,5,389,92,1,1137,0,1,2,0,2,0,5,1,1,4,1,2,551,125,0,7,2006,0,176000
696,30,1,50,0,0,8,5,7,0,2,2,1,1,1,1,4,6,420,0,1,616,0,0,1,0,2,1,4,0,0,1,1,1,205,0,0,6,2006,0,89000
697,20,0,57,1,0,15,5,7,0,2,5,1,1,0,2,2,6,177,219,3,1148,0,0,1,0,2,1,6,0,0,1,1,1,308,0,0,9,2006,0,123500
698,20,0,65,0,0,9,5,8,0,1,1,1,1,1,1,4,5,268,224,0,894,0,1,1,0,3,1,5,1,2,1,1,1,336,416,144,4,2010,0,138500
699,120,3,59,2,0,5,7,5,0,1,1,1,0,0,3,2,5,297,1375,0,1391,0,0,2,0,2,0,5,0,0,4,3,2,530,156,158,7,2008,0,196000
700,20,0,85,0,0,16,8,5,1,0,0,4,0,0,2,1,5,602,526,0,1800,0,1,2,0,3,0,7,1,2,4,2,3,765,270,78,5,2006,0,312500
701,20,0,80,0,0,6,7,5,1,3,3,4,1,1,1,4,2,8,1164,2,1164,0,0,1,1,3,1,6,0,0,4,1,2,528,0,0,7,2006,0,140000
702,60,0,82,1,0,18,8,5,1,0,0,4,2,0,2,4,2,8,1234,0,1264,1312,0,2,1,4,2,10,1,2,2,2,3,666,324,100,7,2006,2,361919
703,190,1,76,0,0,7,5,9,0,2,5,1,1,2,3,4,2,8,360,1,1032,780,0,2,0,4,0,8,1,5,1,1,2,672,344,0,5,2010,0,140000
704,20,0,70,0,0,0,7,5,0,0,0,4,0,0,3,3,5,222,761,0,1484,0,1,2,0,3,0,7,0,0,4,3,2,606,0,35,5,2010,0,213000
705,190,1,70,0,0,13,4,5,1,0,2,1,3,4,3,4,5,8,0,3,372,720,0,2,0,3,3,7,0,0,4,3,0,0,0,0,7,2010,0,55000
706,20,0,0,2,3,19,7,5,0,7,4,2,1,1,3,1,5,307,424,2,1824,0,1,2,0,2,0,5,2,1,4,1,2,739,380,48,6,2007,0,302000
707,120,0,48,0,0,10,8,5,1,1,1,4,0,0,3,4,5,390,461,0,1324,0,1,2,0,2,0,6,1,2,4,2,2,550,192,38,12,2009,0,254000
708,60,0,65,1,0,17,7,5,1,0,0,1,0,0,3,3,2,8,728,0,728,728,0,2,1,3,0,8,1,2,4,2,2,400,100,24,7,2007,2,179540
709,20,0,0,1,0,9,5,7,0,3,3,3,1,0,1,4,2,8,876,2,904,0,0,1,0,3,1,6,0,0,4,1,1,408,0,0,12,2008,1,109900
710,30,0,56,1,0,8,3,6,0,0,0,1,0,1,1,4,2,8,270,1,729,0,0,1,0,2,1,5,0,0,4,3,0,0,0,0,7,2008,0,52000
711,50,2,66,0,0,13,4,7,0,1,1,1,1,5,1,2,2,8,859,1,859,319,0,1,0,2,1,7,0,0,1,3,1,384,68,0,1,2010,1,102776
712,120,0,40,1,0,18,8,5,0,3,3,1,0,0,3,2,5,376,461,1,1228,0,1,2,0,2,0,5,1,2,4,2,2,472,168,120,10,2008,0,189000
713,190,0,60,0,0,8,4,5,0,3,3,4,1,1,1,3,1,243,171,2,960,0,1,1,0,3,1,6,0,0,1,1,2,576,0,288,5,2006,0,129000
714,60,0,0,1,3,9,6,8,0,3,4,4,0,1,1,4,5,391,192,0,725,754,0,2,1,3,0,6,0,0,4,3,2,475,0,44,3,2010,0,130500
715,20,0,78,0,0,6,6,5,1,3,3,4,1,1,3,4,2,8,1064,2,1350,0,0,2,0,3,1,7,1,1,4,3,2,478,0,0,8,2009,0,165000
716,70,1,60,0,0,7,7,8,0,2,0,1,1,2,1,4,2,8,718,0,1576,978,0,1,1,3,1,8,0,0,1,1,2,704,0,48,7,2007,0,159500
717,20,0,80,0,0,6,5,6,0,3,3,1,1,1,3,4,4,392,92,1,1178,0,0,1,1,3,0,5,1,3,4,1,2,439,224,0,11,2008,0,157000
718,60,0,96,0,0,3,7,5,1,2,11,4,0,0,3,1,5,393,138,0,1325,1093,1,2,1,3,0,9,1,1,4,3,3,983,250,154,8,2008,0,341000
719,20,0,69,1,0,0,5,6,0,3,4,1,1,1,3,1,1,414,448,2,971,0,0,1,1,3,1,5,1,5,4,1,1,300,0,0,5,2006,0,128500
720,120,0,0,1,3,18,8,5,0,3,3,1,0,0,3,1,5,395,594,2,1742,0,1,2,0,2,0,5,1,1,4,3,2,564,114,28,12,2006,0,275000
721,120,1,0,0,0,0,6,5,0,0,0,4,0,0,3,3,5,365,186,0,848,0,1,1,0,1,0,3,0,0,4,3,2,420,160,0,5,2010,0,143000
722,20,0,70,0,0,11,4,7,0,1,1,1,1,1,1,4,1,396,673,0,864,0,0,1,0,3,1,5,0,0,1,1,2,463,0,0,7,2009,0,124500
723,50,0,60,0,0,15,4,6,0,1,1,1,1,0,1,4,2,8,941,0,997,473,0,2,0,4,1,7,0,0,1,1,1,548,0,0,5,2008,0,135000
724,20,0,86,1,0,15,9,5,1,6,6,2,2,0,2,4,5,518,464,0,1698,0,1,2,0,3,2,8,1,2,4,2,3,768,327,64,2,2009,0,320000
725,20,0,60,0,0,11,4,6,0,3,4,1,1,1,1,4,1,483,250,2,864,0,0,1,0,3,0,5,0,0,1,1,2,660,96,0,11,2009,0,120500
726,20,0,0,1,2,2,6,9,1,2,4,4,0,1,3,4,5,399,72,0,1680,0,1,2,0,3,0,5,1,2,4,2,2,540,292,44,12,2009,0,222000
727,20,0,64,0,0,0,7,5,0,0,0,2,0,0,3,3,5,400,508,0,1232,0,1,2,0,2,0,6,0,0,4,3,2,632,132,0,2,2009,0,194500
728,90,0,85,0,2,11,5,5,0,0,0,4,1,1,1,4,2,8,1584,2,1776,0,1,2,0,4,1,9,0,0,1,1,3,888,0,25,7,2009,1,110000
729,30,1,52,0,0,13,4,5,0,1,1,1,1,1,1,4,4,401,628,2,848,0,0,1,0,2,1,5,0,0,1,1,2,539,0,23,1,2009,0,103000
730,120,0,39,1,0,18,8,5,0,6,6,1,0,0,3,4,5,402,415,0,1616,0,1,2,0,2,0,5,1,1,4,3,2,608,237,152,3,2010,0,236500
731,80,0,73,1,2,16,7,5,0,0,0,4,0,0,2,3,5,241,82,0,1146,0,1,2,0,3,0,6,1,2,4,2,2,438,160,22,5,2007,0,187500
732,60,0,75,1,0,0,7,5,0,0,0,4,0,0,3,3,1,403,901,0,1153,878,0,2,1,3,0,8,1,1,4,2,2,541,192,84,7,2008,0,222500
733,20,0,80,0,2,9,5,6,1,3,3,1,1,1,1,4,4,337,270,0,1144,0,1,1,0,3,1,6,1,1,4,3,1,264,165,0,3,2009,0,131400
734,20,0,0,1,2,9,5,5,0,7,4,1,1,0,1,4,2,8,948,2,948,0,0,1,0,3,1,6,0,0,4,1,1,300,147,0,5,2007,5,108000
735,75,1,60,0,0,7,7,7,0,2,5,1,1,2,3,2,3,124,490,3,880,888,0,1,1,2,1,6,2,1,1,1,2,320,0,341,10,2006,0,163000
736,90,0,60,0,0,11,3,4,0,9,13,1,1,1,3,4,5,8,0,1,1040,0,0,2,0,2,1,6,0,0,1,1,2,400,0,0,7,2006,0,93500
737,60,0,72,1,3,17,8,5,0,0,0,1,0,0,3,4,2,8,893,0,901,900,0,2,1,3,0,8,1,2,4,2,3,800,0,116,6,2006,0,239900
738,90,0,60,0,0,15,5,5,0,7,4,1,1,1,3,1,5,66,0,2,1200,0,3,3,0,3,1,5,0,0,4,3,0,0,120,0,3,2009,4,179000
739,60,0,65,1,0,0,7,5,0,0,0,1,0,0,3,4,2,8,864,0,864,864,0,2,1,3,0,7,0,0,4,3,2,572,187,56,4,2009,0,190000
740,70,1,60,0,0,7,5,7,0,2,2,1,1,2,4,4,2,8,264,0,768,664,0,2,0,2,1,7,0,0,1,1,2,360,270,0,5,2007,1,132000
741,20,0,65,1,0,9,6,8,1,3,3,1,1,1,1,2,5,629,80,1,912,0,1,1,0,3,0,5,0,0,1,1,1,288,168,0,5,2008,0,142000
742,20,0,65,0,0,12,7,5,0,0,0,4,1,0,3,4,2,8,1349,0,1349,0,0,2,0,3,1,6,0,0,4,1,2,539,120,55,12,2007,0,179000
743,80,0,70,1,0,9,5,6,0,3,3,1,1,1,3,3,1,69,76,0,1464,0,0,2,0,3,1,6,1,1,4,3,2,480,302,0,10,2009,0,175000
744,120,0,41,1,0,18,8,5,0,3,3,1,0,0,3,4,5,13,604,1,1337,0,1,2,0,2,0,5,1,1,4,3,2,462,96,0,10,2008,0,180000
745,60,0,0,1,0,6,8,9,1,0,0,4,2,1,1,4,5,405,487,0,1175,1540,0,3,1,4,0,11,2,1,2,2,2,831,0,204,7,2008,0,299800
746,60,0,0,1,0,17,7,5,0,0,0,1,0,0,3,4,5,79,652,0,980,1276,0,2,1,4,0,8,1,1,2,2,2,554,224,54,4,2009,0,236000
747,70,1,65,1,2,7,7,7,3,9,8,1,0,5,1,4,2,8,1240,2,1320,1320,0,1,1,4,0,8,1,2,1,1,4,864,181,0,5,2009,0,265979
748,20,0,59,1,0,3,7,5,1,0,0,4,0,0,3,4,5,406,801,0,1720,0,1,2,0,3,0,7,1,1,4,2,2,527,240,56,3,2010,0,260400
749,50,0,50,0,0,15,4,3,0,5,2,1,1,4,3,4,5,8,0,2,1088,441,0,2,0,4,1,9,0,0,1,1,1,240,92,0,4,2009,0,98000
750,50,1,55,0,2,7,4,7,0,2,5,1,1,2,1,4,2,8,576,1,792,348,0,1,0,3,1,7,0,0,4,3,0,0,0,160,6,2010,0,96500
751,60,0,0,0,0,17,7,5,0,0,0,1,0,0,3,4,2,8,660,0,660,660,0,2,1,3,0,6,0,0,4,2,2,400,0,48,8,2007,0,162000
752,20,0,79,1,0,0,6,5,0,0,0,1,1,0,3,1,5,66,279,0,1494,0,1,2,0,3,0,6,0,0,4,3,2,576,168,27,7,2006,0,217000
753,60,0,80,0,0,10,8,5,0,0,0,4,0,0,3,2,2,8,1030,1,1038,1060,0,2,1,3,2,8,1,2,4,3,3,878,192,52,3,2006,0,275500
754,20,0,61,0,0,11,6,8,0,7,4,1,1,1,1,4,5,407,115,1,1026,0,1,1,0,3,0,5,0,0,1,3,2,440,171,48,7,2009,0,156000
755,160,3,34,0,0,5,6,5,0,1,1,4,1,0,3,4,5,613,348,1,742,729,0,2,1,3,1,6,0,0,1,1,2,440,0,24,3,2009,0,172500
756,60,0,68,1,0,0,8,5,0,0,0,1,0,0,3,3,5,386,846,0,866,902,0,2,1,3,0,7,0,0,4,3,2,578,144,105,4,2009,0,212000
757,60,0,0,1,3,9,6,5,1,3,3,3,1,1,1,2,3,409,234,2,672,714,0,2,1,3,1,6,1,1,4,2,2,440,335,0,4,2010,1,158900
758,160,3,24,0,0,5,7,5,0,1,1,4,1,0,3,4,1,524,195,1,757,744,0,2,1,3,1,6,0,0,1,1,2,440,0,0,8,2008,0,179400
759,60,0,65,1,0,3,8,5,0,0,0,4,0,0,3,3,6,313,1198,0,1328,1203,0,2,1,4,0,9,1,1,4,3,3,752,222,98,11,2007,0,290000
760,20,0,70,0,0,11,6,6,1,2,5,1,1,1,1,4,3,411,252,0,864,0,0,1,0,2,1,5,0,0,1,1,1,300,0,0,10,2009,0,127500
761,30,1,60,0,1,8,5,5,0,2,5,1,1,0,1,2,6,86,740,2,1301,0,0,1,0,2,3,5,0,0,1,1,2,440,0,0,10,2009,0,100000
762,60,3,72,0,0,5,7,5,0,0,0,1,1,0,3,2,5,55,732,0,764,783,0,2,1,3,0,7,0,0,4,1,2,614,169,45,6,2010,0,215200
763,60,0,82,0,0,3,8,5,0,0,0,4,0,0,3,2,5,581,89,0,1268,1097,1,2,1,3,0,8,1,2,4,3,3,856,0,128,7,2009,0,337000
764,120,0,30,1,3,1,8,5,1,4,7,1,0,0,3,3,6,413,0,0,1494,0,1,1,1,2,2,6,1,2,4,2,2,481,0,30,4,2006,0,270000
765,20,0,75,1,0,5,9,5,0,0,0,2,0,0,3,4,2,8,1498,0,1506,0,0,2,0,2,2,6,1,2,4,2,2,592,0,174,8,2008,2,264132
766,60,0,80,0,0,6,7,5,0,3,3,4,1,1,3,4,5,414,586,2,980,734,0,2,1,3,1,7,1,1,4,1,2,496,228,66,3,2010,0,196500
767,50,0,75,1,0,4,6,7,0,0,0,1,1,1,3,2,1,103,323,0,983,767,1,2,0,4,1,7,0,0,4,1,1,423,245,0,7,2008,0,160000
768,20,0,70,0,0,0,7,5,1,0,0,1,0,0,3,4,5,55,1836,0,1836,0,0,2,0,3,0,8,1,2,4,2,2,484,120,33,10,2006,0,216837
769,60,0,47,2,3,18,8,5,1,6,2,4,2,0,3,1,1,552,234,0,1690,1589,1,3,1,4,2,12,1,2,2,2,3,841,503,36,6,2010,0,538000
770,85,0,0,1,3,9,5,5,1,2,5,1,1,1,3,3,5,342,173,2,858,0,1,1,0,2,1,5,0,0,1,1,2,576,120,0,4,2009,0,134900
771,20,0,67,0,0,15,4,5,0,2,5,1,1,1,4,4,6,459,0,2,1220,0,0,1,0,2,1,6,0,0,1,1,2,396,0,0,4,2006,0,102000
772,80,0,94,0,0,15,6,5,0,7,4,1,1,1,1,3,1,416,480,2,1117,0,1,1,0,3,1,6,1,1,1,1,2,672,144,0,3,2010,1,107000
773,20,0,70,0,0,11,5,5,0,2,5,1,1,1,1,4,3,31,456,0,912,0,0,1,0,2,1,5,0,0,4,3,1,275,0,0,7,2007,0,114500
774,20,0,110,0,2,10,8,5,1,0,0,4,0,0,3,3,2,8,1935,1,1973,0,0,2,0,3,0,9,1,2,4,2,3,895,315,45,7,2007,2,395000
775,120,1,32,0,1,4,6,5,1,0,0,4,1,0,2,4,5,321,338,0,1204,0,1,2,0,2,1,5,0,0,4,2,2,412,0,247,6,2009,0,162000
776,20,0,86,1,0,0,7,5,0,0,0,4,0,0,3,3,5,386,1594,0,1614,0,0,2,0,3,0,7,0,0,4,3,3,865,144,59,7,2006,2,221500
777,20,0,100,1,0,9,5,5,1,3,4,1,1,1,1,4,1,486,102,2,894,0,1,1,0,3,1,5,1,3,4,1,2,440,241,0,6,2006,0,142500
778,90,4,60,0,0,12,5,5,0,7,4,4,1,4,3,4,5,8,0,2,2020,0,0,2,0,4,1,10,2,1,1,1,2,630,0,0,10,2007,0,144000
779,90,0,78,0,0,4,6,5,0,7,11,4,1,1,3,1,5,418,0,2,1004,0,1,1,0,2,1,4,0,0,4,1,2,504,0,0,5,2006,0,135000
780,20,0,63,0,0,17,7,5,0,3,3,4,1,0,3,4,2,8,1237,1,1253,0,0,2,0,3,1,6,1,1,4,2,2,402,220,21,6,2007,0,176000
781,60,0,65,0,0,12,6,5,0,0,0,1,0,0,3,4,1,254,374,0,810,793,0,2,1,3,0,7,0,0,4,3,2,484,0,124,7,2006,0,175900
782,20,0,67,2,0,0,7,5,0,0,0,1,0,0,3,4,2,8,1413,0,1430,0,0,2,0,3,0,6,0,0,4,3,2,605,0,33,6,2009,0,187100
783,85,0,0,1,2,4,5,6,0,7,4,4,1,0,3,3,5,419,0,0,1110,0,1,1,0,1,0,4,1,1,4,2,2,602,303,30,7,2009,0,165500
784,75,1,35,0,0,7,6,6,0,2,2,1,1,1,1,4,2,8,742,0,742,742,0,2,0,3,1,9,1,2,4,3,0,0,0,291,6,2008,0,128000
785,20,0,0,0,0,6,6,5,0,4,5,1,1,1,1,4,3,420,491,2,1342,0,0,2,0,3,1,7,1,2,4,1,2,457,0,0,9,2009,0,161500
786,50,1,60,0,0,7,5,6,0,1,1,1,1,0,4,4,6,421,0,2,966,686,1,2,0,4,1,7,0,0,1,1,1,416,0,0,6,2010,0,139000
787,60,0,76,1,0,12,7,5,0,0,0,1,0,0,3,4,5,422,300,0,956,1128,1,2,1,4,0,8,0,0,2,3,2,618,0,45,1,2010,0,233000
788,20,1,50,0,2,7,4,7,0,1,1,1,1,1,1,4,2,8,901,0,901,0,0,1,0,2,1,4,0,0,1,1,1,281,0,0,8,2008,0,107900
789,60,0,0,1,0,19,6,8,0,3,3,4,1,1,1,1,6,530,264,1,976,1111,0,2,1,5,0,9,0,0,4,2,2,444,133,168,7,2007,0,187500
790,120,0,43,0,0,21,7,5,0,0,0,4,0,0,3,4,5,297,1129,0,1145,0,0,2,0,2,0,5,1,2,4,2,2,397,100,16,9,2009,0,160200
791,80,0,0,1,2,4,6,5,0,3,3,1,1,0,3,3,1,424,490,2,1062,0,1,1,0,3,1,5,2,1,4,3,2,539,120,0,5,2007,0,146800
792,60,0,92,1,3,3,7,5,0,1,1,1,0,0,3,3,5,425,255,0,1127,886,1,2,1,3,1,8,1,1,4,1,2,455,180,130,6,2007,0,269790
793,20,0,76,0,0,5,8,5,0,6,6,2,0,0,3,3,2,8,1496,0,1496,0,0,2,0,3,0,7,0,0,4,2,2,474,168,130,6,2007,2,225000
794,60,0,0,1,2,17,7,5,0,1,1,1,0,0,3,4,2,8,712,0,1086,809,0,2,1,3,0,7,1,1,4,2,2,409,143,46,10,2008,0,194500
795,60,0,70,0,0,12,6,6,0,3,3,4,1,1,3,4,2,8,650,2,888,676,0,2,1,3,1,7,1,1,4,1,2,476,0,50,4,2010,0,171000
796,20,0,71,0,0,9,6,5,0,7,4,4,1,1,1,4,2,8,660,0,1285,0,0,1,1,3,1,7,1,1,4,3,2,528,138,0,4,2007,0,143500
797,20,0,57,0,0,11,5,5,0,0,0,1,1,1,1,4,4,78,203,1,773,0,0,1,0,2,1,4,0,0,4,1,1,240,0,0,4,2008,1,110000
798,60,0,104,0,0,10,9,5,1,0,0,2,2,0,2,4,2,8,1926,0,1966,1174,0,3,1,4,2,11,2,2,2,2,3,820,144,78,7,2009,2,485000
799,50,0,60,0,2,23,5,7,0,2,5,4,1,2,3,4,1,65,162,0,981,787,1,1,1,3,0,7,2,1,1,1,1,240,0,0,6,2007,0,175000
800,60,0,79,1,0,19,6,5,0,0,0,1,1,0,3,1,5,245,154,1,616,1072,1,2,1,4,0,8,0,0,4,3,2,603,403,114,5,2008,0,200000
801,30,1,40,0,0,13,4,7,0,1,1,1,1,1,1,4,6,426,999,0,1196,0,1,1,0,2,1,5,0,0,1,1,2,440,0,0,7,2007,0,109900
