,MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
102,90,0,64,0,1,0,12,0,2,1,5,5,1979,1979,0,3,3,1,0,1,2,4,3,2,4,5,8,2,0,0,0,2,5,1535,0,1535,0,0,2,0,4,1,8,0,0,4,1,2,410,0,0,0,0,0,0,6,2009,0,4,118964
103,20,0,94,1,0,2,0,0,0,1,7,5,2009,2009,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,1226,1226,0,5,1226,0,1226,0,0,2,0,3,0,6,0,0,4,3,3,740,0,0,36,0,0,0,5,2010,0,0,198900
104,50,1,0,0,0,2,13,0,0,2,7,4,1931,1950,0,9,8,4,600,1,2,0,1,2,4,6,67,2,0,816,1040,0,1,1226,592,1818,0,0,1,1,4,1,7,2,1,1,1,1,240,0,0,0,0,184,0,6,2007,0,0,169500
105,60,3,75,0,0,0,5,0,0,0,8,5,2003,2004,1,0,0,4,768,0,0,0,2,2,4,2,8,2,0,1053,1053,0,5,1053,939,1992,0,0,2,1,3,0,9,1,2,4,3,2,648,0,140,45,0,0,0,8,2008,0,0,250000
106,30,1,60,0,0,0,7,0,0,1,4,7,1885,1995,3,0,0,1,0,1,0,2,4,2,4,2,8,2,0,641,641,1,5,1047,0,1047,0,0,1,0,2,1,6,0,0,1,1,1,273,1,0,0,0,0,0,8,2007,0,0,100000
107,20,1,50,0,0,0,7,0,0,1,5,5,1948,1950,0,0,0,1,0,1,0,1,1,2,4,1,136,1,169,516,789,0,5,789,0,789,0,0,1,0,2,1,5,0,0,1,1,1,250,0,0,0,0,0,0,4,2008,0,2,115000
108,50,1,85,0,0,2,13,3,0,2,5,7,1919,2005,0,6,6,1,0,1,0,1,1,2,4,2,8,2,0,793,793,2,1,997,520,1517,0,0,2,0,3,3,7,0,0,4,3,0,0,1,0,0,144,0,0,8,2007,0,0,115000
109,20,0,105,1,0,0,6,0,0,1,6,6,1977,1977,1,7,4,4,480,1,0,1,3,2,4,4,68,2,0,1139,1844,0,5,1844,0,1844,0,0,2,0,3,1,7,1,1,4,3,2,546,0,0,122,0,0,1,1,2010,2,0,190000
110,50,0,75,0,0,0,15,0,0,2,6,4,1954,1972,0,2,5,1,0,1,0,1,1,3,4,3,69,2,0,550,994,1,5,1216,639,1855,0,0,2,0,4,1,7,0,0,4,1,1,325,0,182,0,0,0,0,10,2006,0,0,136900
111,80,0,0,1,0,0,17,0,0,5,7,5,2000,2000,0,0,0,1,0,1,0,0,3,2,4,5,70,2,0,134,384,0,5,774,656,1430,0,0,2,1,3,1,7,1,1,2,2,2,400,0,180,0,0,0,0,4,2010,0,0,180000
112,60,0,77,0,0,0,0,0,0,0,7,5,2007,2007,0,0,0,2,220,0,0,0,2,2,3,5,71,2,0,280,1264,0,5,1282,1414,2696,1,0,2,1,4,2,10,1,2,2,2,3,792,0,120,184,0,168,0,10,2007,1,2,383970
113,20,0,0,0,1,2,2,0,0,1,6,5,1953,1953,1,2,5,4,184,1,1,1,3,2,2,1,226,4,869,905,1809,2,5,2259,0,2259,1,0,2,0,3,0,7,2,2,5,1,2,450,0,166,120,192,0,1,10,2007,2,1,217000
114,70,0,61,1,0,0,2,0,0,0,6,8,1945,2002,2,2,5,1,0,1,0,1,1,2,4,1,73,5,150,104,1028,0,5,1436,884,2320,1,0,2,1,3,0,9,1,1,1,1,1,180,0,224,0,0,0,1,7,2007,0,0,259500
115,160,3,34,0,0,2,5,0,3,0,6,5,1999,1999,0,1,1,4,1129,1,0,0,3,2,4,5,74,2,0,310,729,1,5,729,729,1458,0,0,2,1,2,1,5,1,3,1,1,2,440,0,0,32,0,0,0,6,2007,0,0,176000
116,20,0,0,0,0,0,9,0,0,1,5,5,1962,1962,0,2,5,4,116,1,0,1,1,2,4,6,525,1,670,252,1092,2,5,1092,0,1092,0,1,1,0,3,1,6,1,5,4,1,1,288,0,0,20,144,0,0,9,2009,0,0,139000
117,20,0,74,0,0,2,15,0,0,1,5,5,2006,2007,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,1125,1125,1,5,1125,0,1125,0,0,1,1,2,1,5,0,0,4,1,2,430,0,80,64,0,0,0,4,2007,1,2,155000
118,60,0,90,0,0,2,12,0,0,0,7,5,1990,1990,1,7,4,1,0,1,0,0,3,2,2,5,76,2,0,203,1673,1,5,1699,1523,3222,1,0,3,0,5,0,11,2,1,4,1,3,594,0,367,0,0,0,0,5,2010,0,0,320000
119,60,0,65,0,0,0,0,0,0,0,6,5,2005,2006,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,728,728,0,5,728,728,1456,0,0,2,1,3,0,8,1,2,4,2,2,390,0,0,24,0,0,0,7,2006,1,2,163990
120,80,0,0,1,2,3,19,0,0,5,6,5,1969,1969,4,7,4,1,0,1,0,1,1,2,1,1,77,2,0,0,938,0,5,988,0,988,1,0,1,0,1,1,4,2,1,4,1,2,540,0,0,130,0,0,0,10,2006,0,0,180000
121,50,1,50,0,0,0,13,0,0,2,4,5,1939,1950,0,8,9,1,0,1,0,0,1,2,4,2,8,2,0,732,732,1,5,772,351,1123,0,0,1,0,3,1,4,0,0,1,1,1,264,2,0,0,140,0,1,6,2007,0,0,100000
122,20,0,75,0,0,2,11,0,0,1,6,7,1958,1958,1,1,1,4,135,1,1,1,1,2,4,4,78,2,0,510,1080,1,5,1080,0,1080,0,0,1,0,3,1,5,0,0,4,1,1,288,0,0,0,0,130,0,6,2008,0,0,136000
123,120,0,55,0,0,0,12,0,3,1,6,5,1993,1993,0,7,4,1,0,0,0,0,3,2,4,5,79,2,0,899,1199,0,5,1199,0,1199,0,0,2,0,2,0,5,0,0,4,3,2,530,0,0,63,0,0,0,3,2008,0,0,153900
124,20,0,48,1,0,3,6,0,0,1,6,5,1979,1998,0,3,3,1,0,1,1,1,3,3,4,2,8,2,0,1362,1362,2,5,1586,0,1586,0,0,2,0,3,1,7,1,1,4,1,2,435,0,192,0,0,0,0,1,2009,0,0,181000
125,190,1,60,0,0,0,13,0,1,2,6,8,1935,1982,0,2,5,1,0,1,2,1,1,2,3,5,39,2,0,30,520,1,5,520,0,754,1,0,1,0,2,1,5,0,0,4,3,0,0,1,53,0,0,0,0,6,2006,0,0,84500
126,120,0,0,1,0,0,20,0,3,1,6,5,1976,1976,0,7,4,1,0,1,0,1,3,2,4,1,604,2,0,958,1078,2,5,958,0,958,0,0,2,0,2,1,5,1,1,4,3,2,440,0,0,205,0,0,0,2,2007,0,0,128000
127,45,1,55,1,1,0,7,1,0,3,5,7,1930,1950,0,5,5,1,0,1,1,2,1,2,4,6,345,2,0,556,672,0,5,840,0,840,0,0,1,0,3,1,5,1,1,4,3,0,0,1,0,0,0,0,0,6,2007,0,0,87000
128,60,0,69,0,0,0,11,2,0,0,6,5,1966,1966,0,0,0,4,266,1,0,1,1,2,4,4,82,2,0,148,660,2,5,660,688,1348,0,0,1,1,3,1,6,1,3,4,3,2,453,0,188,108,0,0,0,7,2006,0,0,155000
129,20,0,69,0,0,0,11,0,0,1,5,7,1958,1991,0,7,4,4,85,1,0,1,1,2,4,3,83,1,28,413,1008,2,2,1053,0,1053,0,1,1,1,3,2,6,0,0,6,3,2,750,0,0,80,0,0,4,7,2006,0,1,150000
130,60,0,88,0,0,2,11,0,0,0,7,6,1966,1966,0,1,1,4,309,1,0,1,1,2,4,3,84,2,0,479,924,0,5,1216,941,2157,0,0,2,1,4,0,8,2,2,4,2,2,487,0,105,66,0,0,3,5,2006,0,0,226000
131,60,0,0,1,0,2,17,0,0,0,6,5,2000,2000,0,0,0,4,40,0,0,0,3,2,4,5,85,2,0,297,992,0,5,1022,1032,2054,1,0,2,1,3,0,7,1,1,2,3,2,390,0,24,48,0,0,0,7,2009,0,0,244000
132,20,0,75,0,0,2,11,0,0,1,5,6,1959,2002,0,1,1,1,0,1,0,1,1,2,4,3,86,2,0,658,1063,1,5,1327,0,1327,1,0,1,0,3,0,7,0,0,1,1,2,624,0,0,0,0,0,0,7,2007,0,0,150750
133,20,0,0,1,0,0,16,0,0,1,8,5,2001,2002,0,0,0,4,136,0,0,0,2,2,4,5,87,2,0,262,1267,0,5,1296,0,1296,1,0,2,0,2,0,6,0,0,4,2,2,471,0,192,25,0,0,0,6,2009,0,0,220000
134,20,0,78,1,0,0,9,0,0,1,5,6,1968,1993,0,7,4,1,0,1,0,1,1,2,4,3,78,2,0,891,1461,1,5,1721,0,1721,0,0,2,1,3,1,7,1,1,4,3,2,440,0,0,96,180,0,1,7,2006,0,0,180000
135,20,0,80,0,0,0,6,0,0,1,7,6,1970,1970,1,7,4,4,288,1,0,0,1,2,4,2,8,2,0,1304,1304,1,5,1682,0,1682,0,0,2,0,3,1,7,1,2,4,1,2,530,0,98,0,0,0,1,5,2008,0,0,174000
136,20,0,0,1,0,2,11,0,0,1,5,5,1967,1967,0,1,1,4,196,1,0,1,1,2,4,4,85,2,0,519,1214,2,5,1214,0,1214,0,0,2,0,3,1,5,1,3,4,3,1,318,0,0,111,0,0,0,7,2007,0,0,143000
137,90,0,82,0,0,0,4,0,2,1,7,5,1988,1989,0,0,0,4,70,1,0,1,1,2,4,2,8,2,0,1907,1907,1,5,1959,0,1959,0,0,3,0,5,1,9,0,0,6,1,3,766,0,0,0,0,0,0,7,2006,0,5,171000
138,60,0,73,1,0,0,0,0,0,0,8,5,1999,2000,0,0,0,4,320,0,0,0,3,2,2,5,88,2,0,336,1004,0,5,1004,848,1852,0,0,2,1,3,0,7,2,1,4,2,3,660,0,224,106,0,0,3,12,2008,0,0,230000
139,60,0,65,1,0,0,0,0,0,0,6,5,1997,1997,0,0,0,1,0,1,0,0,3,2,4,5,89,2,0,107,928,0,5,928,836,1764,1,0,2,1,3,0,7,0,0,4,3,2,470,0,276,99,0,0,1,8,2009,0,0,231500
140,20,0,70,0,0,1,11,0,0,1,4,5,1971,1971,0,3,3,1,0,1,0,1,1,2,4,1,90,2,0,432,864,2,5,864,0,864,0,0,1,0,3,1,5,1,5,4,3,0,0,0,0,0,0,0,0,4,2010,4,0,115000
141,20,0,78,0,0,0,0,0,0,1,7,5,2005,2005,0,0,0,1,0,0,0,0,3,2,3,5,91,2,0,434,1734,0,5,1734,0,1734,1,0,2,0,3,0,7,0,0,4,2,2,660,0,160,24,0,0,0,1,2006,0,0,260000
142,50,0,71,0,0,2,11,3,0,2,5,4,1952,1952,0,4,5,1,0,1,2,1,1,2,4,3,92,2,0,403,910,3,5,910,475,1385,0,0,2,0,4,1,6,0,0,1,1,2,720,0,0,0,0,0,1,6,2010,0,0,166000
143,20,0,78,1,0,0,0,0,0,1,7,5,1999,1999,0,0,0,4,183,0,0,0,3,2,1,5,93,2,0,811,1490,0,5,1501,0,1501,1,0,2,0,3,0,6,0,0,4,3,2,577,0,144,29,0,0,0,6,2009,0,0,204000
144,90,1,70,0,0,0,9,4,2,1,5,5,1963,1963,0,3,3,4,336,1,0,1,1,2,4,3,151,2,0,396,1728,2,5,1728,0,1728,1,0,2,0,6,1,10,0,0,1,1,2,504,0,0,0,0,0,0,11,2006,4,1,125000
145,160,1,24,0,0,0,15,0,4,0,6,5,2004,2006,0,0,0,2,50,0,0,0,3,2,4,2,8,2,0,970,970,0,5,970,739,1709,0,0,2,0,3,0,7,0,0,1,1,2,380,0,0,40,0,0,0,4,2006,0,0,130000
146,30,1,51,0,0,2,8,0,0,1,5,7,1931,1993,0,2,5,1,0,1,0,2,1,2,4,4,95,2,0,506,715,2,2,875,0,875,1,0,1,0,2,1,5,0,0,1,1,1,180,0,48,0,0,0,0,11,2009,0,0,105000
147,60,0,0,1,0,3,17,0,0,0,7,5,2001,2001,0,0,0,4,180,0,0,0,3,2,4,2,8,2,0,884,884,0,5,884,1151,2035,0,0,2,1,3,0,8,1,2,2,2,2,434,0,144,48,0,0,0,5,2010,0,0,222500
148,20,0,63,0,0,0,12,0,0,1,7,5,2004,2005,0,0,0,4,120,1,0,0,3,2,4,5,96,2,0,400,1080,0,5,1080,0,1080,1,0,1,0,3,0,6,0,0,4,3,0,0,0,0,0,0,0,0,4,2008,0,0,141000
149,50,1,0,0,0,0,8,0,0,2,5,4,1936,1950,0,1,1,1,0,1,0,2,3,2,4,2,8,2,0,896,896,1,2,896,448,1344,0,0,1,0,3,1,7,0,0,1,1,1,240,0,200,114,0,0,0,4,2006,0,0,115000
150,20,0,120,0,0,2,0,0,0,1,5,6,1975,1975,0,3,3,1,0,1,0,1,1,2,3,4,97,2,0,253,969,2,5,969,0,969,0,0,1,1,3,1,5,0,0,4,1,2,440,0,0,0,0,0,1,1,2007,0,0,122000
151,20,0,107,0,0,0,10,0,0,1,8,5,2007,2008,1,0,0,2,436,0,0,0,2,2,1,5,98,2,0,310,1710,0,5,1710,0,1710,1,0,2,0,2,0,6,1,2,4,3,3,866,0,0,102,0,0,0,1,2008,1,2,372402
152,60,0,0,1,0,3,6,0,0,0,6,5,1971,1971,0,3,3,4,252,1,0,1,1,2,4,3,99,2,0,409,825,1,5,1097,896,1993,0,0,2,1,4,1,8,1,2,4,3,2,495,0,0,66,0,0,2,6,2006,0,0,190000
153,20,0,0,0,0,0,19,0,0,1,6,7,1960,1975,4,4,4,1,0,1,0,1,3,2,1,4,100,3,1080,93,1602,1,5,1252,0,1252,1,0,1,0,1,1,4,1,2,4,3,2,564,0,409,0,0,0,0,3,2008,0,0,235000
154,30,1,84,0,0,2,7,0,0,1,6,5,1923,1950,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,1200,1200,2,2,1200,0,1200,0,0,1,0,4,1,7,0,0,1,1,1,312,0,0,0,228,0,0,3,2006,0,5,125000
155,50,0,60,0,0,2,15,3,0,2,6,5,1924,1950,0,2,5,1,0,1,0,2,1,2,4,2,8,2,0,572,572,3,1,572,524,1096,0,0,1,0,2,1,5,0,0,4,3,0,0,1,0,8,128,0,0,4,2008,0,0,79000
156,20,0,60,0,0,0,11,0,0,1,5,7,1950,1950,1,2,5,1,0,1,0,1,3,2,4,5,8,2,0,0,0,2,1,1040,0,1040,0,0,1,0,2,1,5,0,0,1,1,2,625,0,0,0,0,0,0,6,2006,0,0,109500
157,60,0,92,0,0,2,16,0,0,0,8,5,2009,2010,0,0,0,4,84,0,0,0,2,2,4,2,8,2,0,774,774,0,5,774,1194,1968,0,0,2,1,4,2,8,1,2,2,2,3,680,0,0,75,0,0,0,5,2010,1,2,269500
158,60,3,100,0,0,2,5,0,0,0,7,5,2004,2005,0,0,0,1,0,0,0,0,3,2,4,5,101,2,0,769,991,0,5,991,956,1947,0,0,2,1,3,0,8,1,2,4,3,2,678,0,0,136,0,0,2,5,2010,0,0,254900
159,60,0,134,1,3,2,17,0,0,0,7,5,2005,2006,0,0,0,4,456,0,0,0,3,2,2,5,102,2,0,1335,1392,0,5,1392,1070,2462,1,0,2,1,4,0,9,1,2,4,3,2,576,0,239,132,0,0,0,3,2006,1,2,320000
160,20,0,0,1,0,3,1,0,0,1,6,6,1984,1984,0,7,4,1,0,1,0,0,3,2,4,4,103,2,0,572,1232,2,5,1232,0,1232,0,0,2,0,3,1,6,0,0,4,1,2,516,0,0,0,0,0,0,6,2008,0,0,162500
161,60,0,110,1,0,0,10,0,0,0,9,5,2003,2004,0,0,0,4,664,0,0,0,2,2,3,5,104,2,0,556,1572,0,5,1572,1096,2668,1,0,2,1,3,2,10,2,2,2,2,3,726,0,400,0,0,0,0,3,2008,0,0,412500
162,20,0,95,0,0,2,10,0,0,1,7,5,2005,2005,0,0,0,4,226,0,0,0,3,2,2,4,54,2,0,340,1541,0,5,1541,0,1541,0,0,2,0,3,0,7,1,2,4,3,2,532,0,0,70,0,0,0,5,2010,1,2,220000
163,45,0,55,0,0,0,7,0,0,3,4,6,1956,1956,0,1,1,1,0,1,0,1,1,2,4,2,8,2,0,882,882,0,5,882,0,882,0,0,1,0,1,1,4,0,0,4,3,0,0,0,0,0,0,0,1,4,2007,0,0,103200
164,40,1,40,0,0,2,7,0,0,1,6,7,1926,2004,0,1,1,1,0,1,1,2,1,2,2,6,105,2,0,779,1149,1,2,1149,467,1616,0,0,2,0,3,0,5,0,0,1,1,1,216,0,0,0,183,0,0,10,2007,0,0,152000
165,190,0,62,0,0,0,15,0,1,2,5,7,1940,1999,0,2,5,1,0,1,1,2,1,2,4,1,106,4,181,112,644,1,5,808,547,1355,1,0,2,0,4,1,6,0,0,4,3,0,0,0,140,0,0,0,0,9,2008,0,0,127500
166,20,0,0,1,0,0,19,0,0,1,5,5,1955,1993,1,2,5,1,0,0,0,1,1,2,4,6,107,1,768,470,1617,0,2,1867,0,1867,1,0,1,0,2,1,7,3,2,4,2,1,303,0,476,0,0,142,2,11,2009,2,0,190000
167,60,0,86,0,0,0,10,0,0,0,8,5,2007,2007,0,0,0,2,300,0,0,0,2,2,4,5,108,2,0,294,1582,0,5,1610,551,2161,1,0,1,1,3,2,8,1,2,4,2,3,789,0,178,120,0,0,0,11,2007,1,2,325624
168,60,0,62,1,0,0,17,0,0,0,7,5,2004,2004,0,0,0,1,0,0,0,0,3,2,4,2,8,2,0,840,840,0,5,840,880,1720,0,0,2,1,3,0,7,1,2,4,2,2,440,0,100,48,0,0,0,5,2007,0,0,183500
169,20,0,0,1,0,2,16,0,0,1,8,6,1981,1981,1,7,4,4,653,0,0,1,3,2,4,2,8,2,0,1686,1686,2,5,1707,0,1707,0,0,2,1,2,1,6,1,1,4,3,2,511,0,574,64,0,0,0,1,2006,0,0,228000
170,50,1,0,1,0,0,7,1,0,2,5,6,1941,1950,0,1,1,1,0,1,0,1,1,2,4,3,109,2,0,360,720,2,5,854,0,1382,0,0,1,1,2,1,7,0,0,1,1,2,660,0,237,0,0,0,0,5,2007,0,0,128500
171,20,0,141,1,0,2,11,0,0,1,6,5,1960,1960,1,4,4,2,112,1,0,1,1,1,1,4,110,2,0,441,1080,3,5,1656,0,1656,1,0,1,0,3,1,7,2,2,4,2,2,528,2,210,62,0,0,0,5,2010,0,0,215000
172,160,0,44,1,0,0,18,0,3,0,7,7,1987,1987,0,3,3,1,0,0,1,0,3,1,4,5,289,4,215,354,1064,1,5,1064,703,1767,1,0,2,0,2,0,5,1,1,4,3,2,504,0,441,35,0,0,0,6,2006,0,0,239000
173,20,0,80,1,0,0,11,0,0,1,6,5,1961,1961,0,5,2,3,491,1,0,1,1,2,4,1,112,4,374,700,1362,2,5,1362,0,1362,1,0,1,1,3,1,6,1,1,4,1,2,504,0,0,20,0,0,0,6,2008,2,0,163000
174,20,0,47,1,0,0,16,0,0,1,6,5,1986,1986,0,0,4,2,132,1,0,1,3,3,4,1,113,5,208,0,1606,2,5,1651,0,1651,1,0,2,0,3,1,7,1,1,4,2,2,616,0,192,0,0,0,0,11,2008,0,0,184000
175,20,0,84,0,0,2,15,0,0,1,6,7,1950,2001,0,5,2,1,0,1,0,1,1,1,3,1,114,2,0,725,1202,2,5,2158,0,2158,1,0,2,0,4,0,7,1,2,4,1,2,576,0,0,29,39,0,1,6,2007,0,0,243000
176,60,0,97,1,0,2,19,0,0,0,6,5,1988,1989,0,7,4,4,268,0,0,0,3,2,4,5,115,2,0,320,1151,2,5,1164,896,2060,0,1,2,1,4,1,8,1,1,4,1,2,521,0,0,228,0,192,0,9,2007,0,0,211000
177,50,0,0,0,0,0,9,0,0,2,5,5,1958,1958,0,1,1,1,0,0,1,1,1,2,4,1,102,1,441,554,1052,0,5,1252,668,1920,1,0,2,0,4,0,8,1,2,4,1,2,451,0,0,0,0,0,0,7,2006,0,0,172500
178,20,0,63,1,0,3,18,0,0,1,9,5,2008,2009,1,0,0,2,748,2,0,0,2,2,4,5,116,2,0,312,2216,0,5,2234,0,2234,1,0,2,0,1,2,9,1,2,4,2,3,1166,0,0,60,0,0,0,7,2009,1,2,501837
179,30,1,60,0,0,0,7,0,0,1,5,6,1923,2006,0,2,5,1,0,0,0,1,1,2,4,2,8,2,0,968,968,2,5,968,0,968,0,0,1,0,2,1,5,0,0,1,1,2,480,1,0,0,184,0,0,7,2007,0,0,100000
180,160,3,0,0,0,0,5,0,4,0,6,5,2000,2000,0,1,1,4,456,0,0,0,3,2,4,5,117,2,0,320,756,0,5,769,756,1525,0,0,2,1,3,0,5,1,1,1,1,2,440,0,0,0,0,0,0,6,2007,0,0,177000
181,70,0,54,0,0,0,2,0,0,0,7,6,1920,1950,0,9,8,1,0,1,0,2,4,2,4,6,118,2,0,441,793,1,5,901,901,1802,0,0,1,1,4,1,9,1,2,1,1,1,216,0,0,0,40,0,0,7,2006,0,0,200100
182,20,0,60,0,0,0,15,3,0,1,5,6,1957,2006,1,2,5,4,98,1,0,0,3,2,4,5,8,2,0,0,0,0,5,1340,0,1340,0,0,1,0,3,1,7,1,2,4,3,1,252,0,116,0,0,0,1,6,2007,0,0,120000
183,50,1,63,0,0,0,7,0,0,2,7,5,2003,2003,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,1362,1362,0,5,1362,720,2082,0,0,2,1,3,0,6,0,0,1,1,2,484,1,280,238,0,0,0,6,2008,0,0,200000
184,50,0,92,1,0,0,8,6,0,2,5,8,1908,1991,0,8,4,1,0,1,0,0,4,2,4,2,8,2,0,504,504,1,5,936,316,1252,0,0,1,0,3,1,5,0,0,4,1,2,576,0,104,0,0,0,1,6,2006,0,0,127000
185,75,1,90,2,0,0,7,3,0,7,10,9,1892,1993,0,2,5,1,0,0,1,2,1,2,2,2,8,2,0,1107,1107,0,5,1518,1518,3608,0,0,2,1,4,2,12,2,1,1,1,3,840,0,0,260,0,410,3,6,2006,0,0,475000
186,80,0,0,1,0,3,4,0,0,5,7,5,1990,1991,0,3,3,1,0,1,0,0,3,2,3,5,119,2,0,577,1188,0,5,1217,0,1217,1,0,2,0,3,0,6,0,0,4,1,2,497,0,168,27,0,0,3,6,2009,0,0,173000
187,50,0,60,0,0,0,7,0,0,2,5,7,1916,1987,0,3,3,1,0,1,0,1,4,2,4,2,8,2,0,660,660,0,5,808,704,1656,0,0,2,1,3,1,8,0,0,1,1,1,180,1,0,0,0,0,1,8,2009,0,0,135000
188,90,0,64,0,1,0,12,1,2,4,5,5,1979,1979,0,7,4,2,275,1,0,1,3,2,3,5,120,2,0,0,1086,2,5,1224,0,1224,2,0,0,2,2,1,6,2,1,1,1,2,528,0,120,0,0,0,0,6,2009,0,4,153337
189,120,0,41,0,0,0,18,0,3,1,8,5,2001,2002,0,6,6,1,0,0,0,0,2,2,3,5,23,2,0,440,1593,0,5,1593,0,1593,1,0,1,1,0,2,5,1,2,4,2,2,682,0,0,120,0,224,0,8,2008,0,0,286000
190,70,0,70,0,1,0,2,0,0,0,8,8,1932,1994,1,4,7,1,0,0,0,1,3,1,4,3,121,2,0,556,853,2,5,1549,1178,2727,0,0,2,1,3,0,10,2,1,1,1,2,440,0,0,74,0,0,0,12,2007,0,0,315000
191,60,0,0,1,0,3,11,0,0,0,7,9,1972,2004,0,3,3,4,138,1,0,1,1,2,4,1,122,2,0,99,725,1,5,725,754,1479,1,0,1,1,4,0,7,0,0,4,2,2,484,0,0,32,0,0,0,6,2007,0,0,184000
192,20,0,68,1,0,0,0,0,0,1,7,5,1999,1999,0,0,0,1,0,0,0,0,3,2,3,5,123,2,0,871,1431,0,5,1431,0,1431,1,0,2,0,3,0,6,0,0,4,2,2,666,0,0,35,0,0,0,9,2009,0,0,192000
193,160,1,24,0,0,0,15,0,4,0,7,5,2004,2004,0,0,0,2,50,0,0,0,3,2,4,2,8,2,0,970,970,0,5,970,739,1709,0,0,2,0,3,0,7,0,0,1,1,2,380,0,0,40,0,0,0,5,2006,0,0,130000
194,20,0,60,1,0,0,0,0,0,1,5,7,1972,1972,1,3,3,1,0,1,0,1,1,2,3,1,124,2,0,474,864,2,5,864,0,864,0,0,1,0,3,1,5,0,0,1,1,1,352,0,0,0,0,0,0,5,2008,0,0,127000
195,160,0,24,0,0,1,20,0,4,0,6,6,1976,1976,0,7,10,1,0,1,0,1,3,2,4,1,582,2,0,289,855,2,5,855,601,1456,0,0,2,1,3,1,7,1,1,4,1,2,440,0,87,0,0,0,0,7,2009,0,0,148500
196,20,0,79,0,0,0,5,0,0,1,7,5,2007,2007,1,6,6,2,205,2,0,0,2,2,4,5,126,2,0,600,1726,0,5,1726,0,1726,1,0,2,0,3,2,8,1,2,4,2,3,786,0,171,138,0,266,0,9,2007,1,2,311872
197,75,0,174,0,0,2,11,3,0,0,8,4,1918,1990,0,9,8,1,0,0,1,0,1,2,4,5,127,5,184,140,1360,1,5,1360,1360,3112,1,1,2,0,4,0,8,1,4,1,1,2,795,0,0,16,552,0,3,3,2006,0,1,235000
198,75,1,92,0,0,2,7,0,0,7,6,6,1912,1950,0,2,5,1,0,1,0,1,1,2,4,2,8,2,0,755,755,0,5,929,929,2229,0,0,1,0,5,1,8,0,0,4,3,0,0,0,0,198,30,0,1,7,2009,0,1,104000
199,20,0,76,0,0,0,10,0,0,1,8,5,2004,2005,1,0,0,4,262,0,0,0,2,2,3,5,128,2,0,625,1713,0,5,1713,0,1713,1,0,2,0,3,2,7,1,2,4,2,3,856,0,0,26,0,170,0,1,2009,0,0,274900
200,20,1,80,0,0,2,15,0,0,1,4,5,2003,2004,0,0,0,1,0,1,0,0,3,2,4,2,8,2,0,1121,1121,0,5,1121,0,1121,0,0,2,0,2,1,5,0,0,4,3,2,440,0,132,64,0,0,0,3,2010,0,0,140000
201,20,0,75,0,0,0,4,0,0,1,6,6,1977,1977,0,7,4,1,0,1,0,1,1,2,4,1,208,5,279,276,1196,2,5,1279,0,1279,0,1,2,0,3,1,6,2,3,1,1,2,473,0,238,83,0,0,1,2,2008,0,0,171500
202,50,0,50,0,0,2,7,3,0,2,6,6,1924,1950,0,1,1,1,0,1,1,2,4,2,4,6,130,2,0,0,617,1,5,865,445,1310,0,0,2,0,2,1,6,0,0,4,1,1,398,0,0,0,126,0,0,5,2006,2,0,112000
203,120,1,0,0,0,0,0,0,3,1,6,5,2004,2004,0,0,0,4,205,0,0,0,3,2,3,5,365,2,0,186,848,0,5,848,0,848,1,0,1,0,1,0,3,1,2,4,3,2,420,0,149,0,0,0,0,1,2008,0,0,149000
204,50,1,50,0,0,0,7,0,0,2,5,7,1947,1950,0,8,9,1,0,1,0,1,1,2,4,6,132,2,0,408,720,2,5,720,564,1284,0,0,1,1,2,1,5,0,0,1,1,1,240,0,0,35,0,0,4,4,2009,0,0,110000
205,20,0,99,0,0,2,17,0,0,1,7,5,1990,1990,0,3,3,1,0,1,0,0,3,2,4,2,8,2,0,1424,1424,0,5,1442,0,1442,0,0,2,0,3,1,5,0,0,4,3,2,500,0,0,34,0,0,0,5,2009,0,0,180500
206,20,0,40,1,0,3,9,4,0,1,5,5,1962,1962,0,3,3,1,0,1,1,1,1,2,4,2,8,2,0,1140,1140,2,5,1696,0,1696,0,0,1,1,3,1,8,1,1,4,3,1,349,0,0,30,0,0,0,3,2007,0,0,143900
