,LotShape,Neighborhood,OverallQual,Exterior2nd,MasVnrType,ExterQual,BsmtExposure,BsmtFinSF1,BsmtUnfSF,1stFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageArea,WoodDeckSF,MoSold,YrSold,SalePrice
1229,0,11,5,3,1,1,4,575,409,1507,2,0,4,1,0,404,0,8,2008,127000
1230,1,9,5,4,1,1,4,209,652,1361,2,2,4,1,1,600,155,8,2007,190000
1231,0,11,5,5,4,1,3,576,303,1190,1,0,3,1,0,540,0,5,2006,132500
1232,0,11,4,3,1,1,4,8,0,1224,2,0,2,1,0,462,0,3,2007,101800
1233,1,11,5,4,4,1,4,577,188,1188,1,0,3,1,0,531,0,5,2010,142000
1234,0,23,5,1,1,1,3,8,940,1024,1,1,4,1,0,0,0,11,2008,130000
1235,0,2,5,5,1,1,2,8,747,892,1,1,4,1,0,180,203,7,2006,138887
1236,0,10,7,2,2,0,4,8,764,764,2,1,2,0,0,474,0,6,2010,175500
1237,2,0,7,0,1,0,4,8,847,847,2,1,4,0,1,434,100,9,2006,195000
1238,0,12,6,0,1,0,4,8,1141,1141,1,1,3,1,0,484,0,3,2006,142500
1239,1,16,8,0,4,0,3,228,1048,1484,2,0,2,2,1,472,120,12,2007,265900
1240,0,0,7,0,4,0,4,142,334,884,2,1,3,0,0,543,0,7,2008,224900
1241,0,5,7,0,2,0,3,8,1689,1689,2,0,3,0,0,954,0,6,2007,248328
1242,0,6,7,4,4,1,1,578,0,1173,2,0,3,0,2,528,0,1,2010,170000
1243,0,10,10,0,4,2,1,579,690,2076,2,1,2,2,1,850,216,9,2006,465000
1244,1,2,8,8,1,1,4,8,792,792,1,0,3,0,2,400,0,6,2006,230000
1245,0,6,6,0,4,1,4,8,585,1140,3,1,3,1,1,477,268,1,2007,178000
1246,0,5,7,0,1,0,4,8,756,756,2,1,3,0,0,615,0,3,2006,186500
1247,1,4,6,3,4,1,3,424,473,1034,1,0,3,1,0,888,0,5,2010,169900
1248,0,7,6,9,1,1,4,630,416,1134,1,1,3,1,1,396,0,4,2008,129500
1249,0,11,5,1,1,1,4,581,246,988,1,0,3,1,0,276,0,5,2007,119000
1250,0,11,7,7,1,0,4,606,1045,2110,2,1,3,2,2,522,0,4,2010,244000
1251,1,10,7,2,2,0,4,8,1405,1405,2,0,2,0,1,478,148,3,2006,171750
1252,0,4,5,3,1,1,4,529,354,874,1,0,3,1,0,288,33,11,2009,130000
1253,1,1,7,5,1,0,1,582,36,1516,2,1,3,0,2,518,220,7,2007,294000
1254,0,15,7,0,2,0,4,8,746,760,2,1,3,0,1,397,178,7,2008,165400
1255,0,8,6,5,1,1,4,585,459,959,1,0,3,1,1,560,0,11,2007,127500
1256,1,3,8,3,4,0,1,583,672,1987,2,0,2,0,1,691,262,8,2008,301500
1257,0,15,5,5,1,1,4,8,864,864,1,0,2,1,0,0,0,7,2009,99900
1258,1,17,7,0,2,0,1,4,201,1166,2,0,2,0,0,400,212,7,2008,190000
1259,0,11,6,3,1,1,4,584,14,1054,1,1,3,1,0,460,180,7,2008,151000
1260,3,17,6,0,1,1,4,8,841,892,2,1,3,1,1,502,0,6,2009,181000
1261,0,11,5,1,1,1,4,297,546,1050,1,0,2,1,0,338,0,6,2009,128900
1262,0,19,4,5,1,1,3,8,1104,1104,1,0,5,1,2,304,120,11,2009,161500
1263,0,8,6,5,1,1,4,8,764,1060,1,0,3,1,1,520,0,7,2007,180500
1264,0,11,6,1,1,0,4,238,1139,1337,2,0,2,0,0,511,144,8,2008,181000
1265,0,5,7,1,4,0,4,550,241,713,2,1,3,0,0,506,0,3,2006,183900
1266,1,7,7,5,1,3,4,8,925,964,1,1,4,1,1,308,0,1,2007,122000
1267,1,16,9,6,1,2,1,8,2002,2018,2,0,3,2,1,746,144,5,2010,378500
1268,1,2,8,8,4,1,2,585,536,1968,3,1,4,0,2,1014,314,5,2008,381000
1269,0,11,5,1,4,1,4,442,414,874,1,1,3,1,0,315,0,7,2007,144000
1270,0,19,7,4,1,0,1,610,74,1332,0,1,0,0,1,586,268,4,2010,260000
1271,1,6,6,7,1,1,4,8,1489,1489,2,0,3,0,1,462,0,8,2009,185750
1272,1,9,5,4,4,1,4,123,0,935,1,0,3,1,0,288,180,11,2006,137000
1273,1,15,6,4,4,1,3,303,300,1357,1,0,2,2,1,312,0,5,2008,177000
1274,0,2,5,2,1,1,4,8,661,661,2,0,3,1,1,552,242,11,2007,139000
1275,0,11,5,9,2,1,4,521,708,928,2,0,4,1,0,400,0,7,2007,137000
1276,1,6,6,4,1,1,4,586,130,735,1,1,3,1,1,497,294,12,2009,162000
1277,1,6,6,3,4,1,3,456,1152,1724,1,1,3,1,1,480,0,6,2009,197900
1278,0,0,8,0,4,0,4,587,324,1128,2,1,3,0,1,577,0,3,2008,237000
1279,0,13,4,1,1,1,4,8,698,698,1,0,2,1,0,528,30,4,2010,68400
1280,1,0,7,0,4,0,4,567,785,1573,2,0,3,0,0,544,0,3,2009,227000
1281,1,16,7,3,4,1,4,588,256,1339,2,0,2,1,1,484,0,7,2006,180000
1282,1,0,5,3,1,1,2,589,364,1040,2,0,3,0,0,484,0,9,2009,150500
1283,0,4,6,2,1,1,3,8,912,912,2,2,4,1,0,0,128,4,2010,139000
1284,0,23,6,2,1,1,4,8,804,1699,2,0,4,0,1,336,272,3,2010,169000
1285,0,8,6,1,1,1,4,8,780,825,1,0,4,1,1,280,45,5,2009,132500
1286,0,6,6,3,4,1,4,65,678,1328,1,1,3,1,2,528,0,6,2010,143000
1287,1,19,5,5,3,1,3,515,812,1582,2,0,4,1,0,390,168,6,2006,190000
1288,1,18,8,6,1,0,4,590,343,1659,2,0,2,2,1,499,212,10,2009,278000
1289,1,10,8,0,2,0,2,8,1085,1120,2,1,3,2,1,753,177,10,2006,281000
1290,1,11,5,3,4,1,3,591,138,1152,1,0,3,1,1,484,227,4,2010,180500
1291,0,22,5,6,4,1,4,332,399,630,2,1,3,1,0,264,185,2,2009,119500
1292,0,7,5,5,1,1,4,8,994,1378,2,0,4,1,0,432,0,12,2009,107500
1293,0,6,7,3,1,1,4,592,638,832,2,1,4,1,1,528,0,3,2006,162900
1294,0,15,5,4,1,1,4,593,697,864,1,0,2,1,0,572,0,4,2006,115000
1295,0,11,5,3,4,1,3,104,36,1052,1,1,3,1,0,288,356,11,2006,138500
1296,0,11,5,1,4,1,2,594,344,1128,2,0,3,1,0,525,192,12,2008,155000
1297,0,15,6,0,4,1,1,566,0,1072,2,0,2,1,0,525,0,6,2006,140000
1298,3,15,10,8,2,2,1,595,466,4692,2,1,3,2,3,1418,214,1,2008,160000
1299,0,11,5,7,1,1,4,569,0,1246,1,1,3,0,0,305,218,5,2010,154000
1300,1,17,7,0,1,0,4,596,284,1005,2,1,3,0,1,490,0,5,2009,225000
1301,1,2,6,5,1,1,4,566,224,753,1,0,3,0,2,213,0,11,2009,177500
1302,0,3,8,0,4,0,4,519,425,1203,2,1,4,0,1,844,309,12,2006,290000
1303,0,5,7,0,4,0,3,8,1616,1616,2,0,3,0,0,834,208,4,2006,232000
1304,0,15,7,0,2,0,4,8,976,976,2,0,3,0,0,380,0,4,2006,130000
1305,1,10,9,0,2,0,4,597,80,1652,2,0,2,2,2,840,404,11,2009,325000
1306,1,10,7,0,2,0,4,8,1368,1368,2,0,2,0,1,474,132,9,2006,202500
1307,0,0,5,0,1,1,4,598,244,990,1,0,3,1,0,480,0,5,2009,138000
1308,0,7,5,1,1,1,4,313,172,1122,1,0,2,0,0,528,0,5,2008,147000
1309,0,12,6,3,4,1,4,66,78,1294,2,0,3,0,0,496,112,6,2008,179200
1310,0,2,7,3,1,0,3,599,496,1902,2,0,3,2,2,567,0,5,2010,335000
1311,0,0,7,0,4,0,4,600,349,1274,2,0,3,0,0,508,264,1,2007,203000
1312,1,3,8,5,4,0,4,601,971,1453,2,1,4,0,1,750,500,6,2007,302000
1313,1,3,9,0,4,0,4,8,1393,1422,2,1,4,0,1,779,668,5,2010,333168
1314,0,15,4,5,1,1,4,5,216,948,1,0,3,1,1,280,0,10,2007,119000
1315,0,11,6,3,1,1,2,444,176,1092,2,1,4,1,2,576,280,6,2008,206900
1316,1,0,8,0,2,0,1,8,1622,1630,2,0,3,2,1,860,172,1,2009,295493
1317,0,5,7,0,1,0,4,8,1352,1352,2,0,2,0,1,466,0,4,2007,208900
1318,2,0,8,0,4,0,1,8,1753,1787,2,0,3,0,1,748,198,8,2006,275000
1319,0,15,4,5,4,1,4,554,372,948,1,0,3,1,0,248,0,2,2007,111000
1320,0,11,6,7,1,1,4,602,628,1478,1,1,3,1,2,442,114,6,2009,156500
1321,1,8,3,0,1,1,4,8,0,720,1,0,2,1,0,287,0,7,2008,72500
1322,1,3,7,3,1,0,4,356,76,1061,2,1,3,0,1,564,240,6,2010,190000
1323,0,8,4,0,1,3,4,29,140,708,1,0,2,3,0,0,164,12,2009,82500
1324,0,5,8,0,4,0,3,8,1795,1795,2,0,2,0,1,895,0,2,2007,147000
1325,0,13,4,9,1,1,4,8,796,796,1,0,2,1,0,0,0,1,2008,55000
1326,0,15,3,1,1,1,4,267,0,774,1,0,3,0,0,0,0,5,2007,79000
1327,0,4,5,0,1,0,4,208,175,816,1,0,3,0,1,264,0,10,2008,130500
1328,0,7,6,5,1,0,4,361,1017,1584,2,0,5,1,2,520,0,6,2008,256000
1329,1,17,7,0,1,1,4,8,935,955,2,1,3,1,1,462,0,6,2006,176500
1330,0,5,8,0,2,0,3,8,1588,1588,2,0,3,0,1,825,144,12,2007,227000
1331,1,0,5,1,1,1,3,434,428,954,1,0,3,1,0,576,0,7,2006,132500
1332,0,15,4,1,1,1,2,237,126,816,1,0,2,1,1,288,0,5,2009,100000
1333,0,13,5,5,1,1,4,8,803,803,1,1,2,0,0,297,0,7,2006,125500
1334,0,22,5,3,1,1,4,603,0,765,1,1,3,1,0,440,0,5,2009,125000
1335,0,6,6,4,4,1,4,421,664,1334,2,0,2,1,1,630,0,4,2009,167900
1336,1,6,5,4,4,1,4,8,1656,1656,2,0,4,1,0,506,0,11,2008,135000
1337,1,7,4,5,1,1,4,8,693,693,1,0,2,3,0,0,0,3,2006,52500
1338,1,0,7,0,1,0,4,371,216,920,2,1,3,0,0,492,146,6,2006,200000
1339,1,0,5,1,1,1,2,109,504,864,1,0,3,1,0,288,0,6,2006,128500
1340,0,11,4,1,1,1,4,8,858,872,1,0,3,1,0,480,0,6,2007,123000
1341,0,12,6,0,1,1,4,473,300,1114,1,0,3,0,0,576,0,7,2008,155000
1342,0,0,8,0,4,0,4,8,1284,1284,2,1,3,0,1,647,192,8,2007,228500
1343,0,2,6,13,1,1,4,8,896,1172,1,1,3,1,1,342,0,3,2009,177000
1344,1,0,7,0,1,0,4,8,728,728,2,1,3,0,1,440,0,7,2007,155835
1345,0,7,4,1,1,1,4,70,710,960,1,0,2,3,0,308,0,7,2007,108500
1346,2,6,7,3,1,1,4,121,1203,2156,2,0,3,1,1,508,0,6,2006,262500
1347,1,16,8,0,2,0,1,604,1652,1776,2,0,3,0,1,712,0,5,2007,283463
1348,3,12,7,0,1,0,1,605,39,1494,2,0,3,0,1,514,402,8,2007,215000
1349,0,7,8,1,1,1,4,606,425,938,2,0,4,1,0,0,0,12,2008,122000
1350,0,11,5,1,4,1,4,444,748,1338,2,2,6,1,0,968,0,8,2009,200000
1351,1,11,6,3,4,1,4,630,539,858,1,1,4,1,1,490,0,3,2008,171000
1352,0,8,6,1,1,0,4,8,698,786,1,0,2,1,0,624,210,7,2009,134900
1353,1,3,8,0,4,0,3,437,1217,2053,2,1,4,0,1,666,283,3,2010,410000
1354,1,0,7,0,1,0,4,607,257,992,2,1,3,0,1,839,0,6,2008,235000
1355,1,6,7,1,4,1,4,8,570,1222,3,0,4,0,1,487,0,9,2006,170000
1356,0,11,5,3,4,1,4,569,524,892,1,0,3,1,0,264,0,10,2008,110000
1357,1,11,5,0,1,1,4,608,344,1078,1,1,3,1,1,500,0,4,2010,149900
1358,0,5,6,1,4,0,4,506,378,769,2,1,3,0,0,440,0,6,2010,177500
1359,0,10,9,0,4,0,3,609,533,1980,2,0,3,2,1,770,194,9,2006,315000
1360,0,23,5,5,1,1,4,8,612,990,3,1,4,1,0,621,183,5,2008,189000
1361,1,18,7,0,2,0,3,602,256,1530,2,0,3,0,1,430,168,6,2009,260000
1362,1,11,4,0,1,1,4,8,715,1281,2,0,4,1,1,368,55,6,2009,104900
1363,1,17,6,0,1,1,4,8,616,616,2,1,3,0,1,432,0,3,2007,156932
1364,0,5,7,1,1,0,4,8,600,520,2,1,2,0,0,480,0,4,2006,144152
1365,0,5,7,0,1,0,4,391,281,814,2,1,3,0,0,663,0,1,2010,216000
1366,1,0,7,0,4,0,4,451,240,882,2,1,3,0,0,588,0,6,2008,193000
1367,0,14,5,6,1,1,4,610,36,925,2,0,4,1,1,336,104,7,2006,127000
1368,0,0,6,0,4,0,3,342,163,848,1,0,1,0,0,420,140,6,2009,144000
1369,2,0,8,0,4,0,3,105,315,1668,2,0,3,0,1,502,0,5,2010,232000
1370,0,7,4,15,1,3,4,611,420,840,1,0,2,1,0,338,0,10,2009,105000
1371,0,11,6,9,1,1,3,115,161,1661,1,0,3,0,1,377,0,10,2008,165500
1372,0,0,7,0,1,1,3,418,133,1108,2,1,3,0,1,583,253,6,2006,274300
1373,0,3,10,0,4,2,1,612,1351,2633,2,1,2,2,2,804,314,3,2007,466500
1374,0,5,7,6,1,0,4,8,1026,1026,2,1,3,0,1,936,154,7,2008,250000
1375,1,16,8,0,4,0,1,8,1571,1571,2,0,3,0,1,722,100,12,2007,239000
1376,0,23,6,5,1,1,2,38,384,790,1,0,2,1,0,160,0,4,2008,91000
1377,0,15,5,5,1,1,4,613,156,984,2,0,3,1,0,660,0,7,2009,117000
1378,0,22,6,3,4,1,4,614,174,483,1,1,2,1,0,264,72,6,2006,83000
1379,0,16,5,0,1,1,4,8,384,754,2,1,3,0,0,400,100,5,2008,167500
1380,0,15,3,8,1,1,4,615,661,864,1,0,2,1,0,200,0,6,2010,58500
1381,1,11,6,4,1,1,2,616,340,2117,2,1,4,1,2,550,0,5,2008,237500
1382,0,7,7,5,1,1,4,8,596,998,1,1,4,0,0,576,36,10,2006,157000
1383,0,9,5,5,1,1,4,8,816,1416,2,0,3,0,0,576,0,8,2007,112000
1384,0,15,6,2,1,1,2,617,356,698,1,0,2,1,0,280,0,10,2009,105000
1385,0,13,4,0,1,1,4,607,61,796,1,0,3,0,0,240,0,5,2010,125500
1386,1,6,7,4,4,1,4,618,133,1392,3,1,5,0,2,564,0,7,2006,250000
1387,0,7,6,8,1,1,4,279,0,1664,2,0,5,0,1,216,88,8,2007,136000
1388,1,17,9,0,2,2,1,619,426,1746,2,0,3,2,2,758,201,10,2009,377500
1389,0,8,6,5,1,1,4,483,360,869,1,0,3,1,1,440,0,3,2007,131000
1390,0,0,7,0,4,0,3,98,125,1525,2,0,3,0,0,541,219,9,2006,235000
1391,0,11,5,4,1,1,4,8,1584,1584,2,0,4,1,0,792,0,4,2009,124000
1392,0,11,5,3,1,1,3,620,95,900,1,0,3,1,1,288,175,12,2006,123000
1393,0,7,6,5,1,1,4,8,482,1221,2,0,3,1,1,672,0,4,2008,163000
1394,0,21,7,0,4,0,3,621,286,1500,2,0,2,0,1,648,161,10,2006,246578
1395,1,16,8,0,4,0,1,8,1094,1133,2,1,4,0,1,642,144,2,2007,281213
1396,1,16,5,5,1,1,3,540,60,1687,1,0,3,1,2,572,0,6,2010,160000
1397,0,8,5,1,1,1,2,8,939,939,1,1,4,1,0,180,24,5,2007,137500
1398,0,11,5,5,1,1,4,318,676,1136,1,1,3,1,0,240,0,5,2009,138000
1399,0,23,6,2,1,1,4,622,712,1160,2,1,3,0,1,216,147,10,2009,137450
1400,0,8,6,2,1,1,4,8,862,950,1,0,3,1,1,208,0,7,2008,120000
1401,1,17,6,0,1,1,4,623,80,864,2,1,3,1,1,398,100,4,2008,193000
1402,0,0,7,0,1,0,3,8,1286,1294,2,0,2,0,1,662,168,7,2006,193879
1403,1,5,8,0,2,0,1,154,556,1464,2,0,3,0,0,754,168,8,2007,282922
1404,0,7,3,5,1,1,4,8,672,694,1,0,3,1,0,936,216,1,2006,105000
1405,1,2,8,6,2,0,1,624,221,1646,2,0,2,0,1,482,128,1,2008,275000
1406,0,0,5,2,1,1,3,422,112,768,1,0,2,1,0,396,58,3,2009,133000
1407,1,4,5,4,1,1,4,148,208,833,1,0,3,1,0,0,0,3,2009,112000
1408,0,7,4,0,1,1,4,8,622,741,1,0,3,1,0,528,0,6,2010,125500
1409,1,6,7,4,4,1,4,8,791,1236,2,1,3,1,1,542,364,11,2008,215000
1410,0,0,7,0,1,0,4,575,278,944,2,1,3,0,0,622,0,6,2009,230000
1411,0,11,6,0,1,1,4,604,736,1112,1,1,3,1,0,271,0,9,2009,140000
1412,0,11,4,13,1,1,4,8,0,1040,2,0,2,1,0,420,0,6,2009,90000
1413,1,12,8,0,2,0,4,625,868,1844,2,0,2,0,1,620,165,9,2009,257000
1414,0,8,6,5,1,1,4,8,833,1053,1,1,4,0,1,370,0,6,2008,207000
1415,0,21,7,0,4,0,4,373,398,1569,2,0,1,0,1,660,143,5,2009,175900
1416,0,7,4,9,1,1,4,8,777,1246,2,0,4,1,0,560,0,4,2010,122500
1417,1,3,8,0,4,0,2,626,503,1310,2,1,3,0,1,1069,0,5,2009,340000
1418,0,11,5,3,1,1,4,627,247,1144,1,1,3,1,0,336,0,8,2008,124000
1419,1,2,6,4,4,0,3,628,734,1844,2,0,3,0,1,540,0,12,2006,223000
1420,0,6,6,3,4,1,4,629,304,708,2,1,3,1,1,776,0,5,2006,179900
1421,0,20,6,4,1,1,4,109,709,1069,2,0,2,1,1,440,0,7,2010,127500
1422,0,0,6,0,4,0,3,421,162,848,1,0,1,0,0,420,140,3,2008,136500
1423,1,15,6,4,1,0,3,8,697,1575,2,0,4,0,1,432,586,8,2006,274970
1424,0,11,5,3,1,1,4,352,193,1344,1,0,2,1,1,484,316,6,2007,144000
1425,1,11,6,3,2,0,4,8,1252,1252,1,0,3,0,0,528,0,10,2008,142000
1426,1,3,7,0,4,0,4,577,223,1223,2,1,3,0,2,525,171,8,2008,271000
1427,0,11,5,1,1,1,4,630,333,1048,1,1,3,1,1,288,0,4,2008,140000
1428,0,7,5,1,2,1,4,529,278,804,1,0,2,0,2,240,0,2,2010,119000
1429,1,6,6,1,4,0,4,631,762,1440,2,0,3,0,1,467,0,4,2007,182900
1430,3,17,5,0,1,0,3,8,732,734,2,1,4,1,1,372,100,7,2006,192140
1431,1,20,6,4,1,1,4,632,0,958,2,0,2,1,0,440,0,10,2009,143750
1432,0,7,4,5,1,1,4,8,656,968,2,0,4,1,0,216,0,8,2007,64500
1433,1,17,6,0,4,1,4,8,936,962,2,1,3,1,1,451,0,5,2008,186500
1434,0,4,5,7,1,1,4,478,190,1126,2,0,3,1,1,484,295,5,2006,160000
1435,0,11,6,5,4,0,4,8,1319,1537,1,1,3,0,1,462,0,7,2008,174000
1436,0,11,4,3,1,1,4,420,248,864,1,0,3,1,0,528,0,5,2007,120500
1437,0,10,8,0,2,2,3,633,596,1932,2,0,2,2,1,774,0,11,2008,394617
1438,0,7,6,1,1,1,4,102,312,1236,1,0,2,1,0,923,0,4,2010,149700
1439,0,6,7,3,4,1,4,611,114,1040,2,1,3,1,1,550,0,11,2007,197000
1440,1,2,6,1,1,1,4,8,588,1423,2,0,3,1,1,672,431,9,2008,191000
1441,0,0,6,0,4,0,3,155,151,848,1,0,1,0,1,420,149,5,2008,149300
1442,0,5,10,0,2,2,3,603,252,1026,2,1,3,2,1,812,168,4,2009,310000
1443,0,8,6,5,1,1,4,8,952,952,1,0,2,3,1,192,0,5,2009,121000
1444,0,0,7,0,4,0,3,8,1422,1422,2,0,3,0,0,626,192,11,2007,179600
1445,0,9,6,0,1,1,1,371,0,913,1,0,3,1,0,240,0,5,2007,129000
1446,1,4,5,3,4,1,4,586,595,1188,1,0,3,1,0,312,261,4,2010,157900
1447,0,0,8,0,4,0,4,634,141,1220,2,1,3,0,1,556,0,12,2007,240000
1448,0,15,4,3,1,1,4,8,560,796,1,1,2,1,0,384,168,5,2007,112000
1449,0,14,5,6,1,1,3,268,77,630,1,0,1,2,0,0,0,8,2006,92000
1450,0,11,5,0,1,1,4,8,896,896,2,2,4,1,0,0,32,9,2009,136000
1451,0,5,8,6,2,0,4,8,1573,1578,2,0,3,2,1,840,0,5,2009,287090
1452,0,15,5,0,4,1,1,566,0,1072,1,0,2,1,0,525,0,5,2006,145000
1453,0,4,5,0,1,1,4,8,1140,1140,1,0,3,1,0,0,36,7,2006,84500
1454,0,5,7,0,1,0,4,524,811,1221,2,0,2,0,0,400,0,10,2009,185000
1455,0,17,6,0,1,1,4,8,953,953,2,1,3,1,1,460,0,8,2007,175000
1456,0,6,6,4,2,1,4,618,589,2073,2,0,3,1,2,500,349,2,2010,210000
1457,0,2,7,6,1,2,4,549,877,1188,2,0,4,0,2,252,0,5,2010,266500
1458,0,11,5,1,1,1,2,635,0,1078,1,0,2,0,0,240,366,4,2010,142125
1459,0,15,5,3,1,0,4,636,136,1256,1,1,3,1,0,276,736,6,2008,147500
